1 0.866025 0.785398 -1.09352
2 0.796113 0.785398 -1.97001
3 0.789018 0.785398 -2.44129
4 0.787057 0.785398 -2.7801
5 0.786295 0.785398 -3.04707
6 0.785938 0.785398 -3.26785
7 0.785748 0.785398 -3.45623
8 0.785638 0.785398 -3.6206
9 0.785569 0.785398 -3.76641
10 0.785525 0.785398 -3.89747
11 0.785494 0.785398 -4.01648
12 0.785473 0.785398 -4.1255
13 0.785458 0.785398 -4.22606
14 0.785446 0.785398 -4.3194
15 0.785437 0.785398 -4.40649
16 0.785431 0.785398 -4.4881
17 0.785425 0.785398 -4.5649
18 0.785421 0.785398 -4.63741
19 0.785418 0.785398 -4.70609
20 0.785415 0.785398 -4.77133
21 0.785413 0.785398 -4.83345
22 0.785411 0.785398 -4.89275
23 0.785409 0.785398 -4.94945
24 0.785408 0.785398 -5.0038
25 0.785407 0.785398 -5.05596
26 0.785406 0.785398 -5.10611
27 0.785405 0.785398 -5.15441
28 0.785404 0.785398 -5.20097
29 0.785404 0.785398 -5.24593
30 0.785403 0.785398 -5.28939
31 0.785403 0.785398 -5.33144
32 0.785402 0.785398 -5.37218
33 0.785402 0.785398 -5.41168
34 0.785402 0.785398 -5.45002
35 0.785401 0.785398 -5.48726
36 0.785401 0.785398 -5.52347
37 0.785401 0.785398 -5.5587
38 0.785401 0.785398 -5.593
39 0.785401 0.785398 -5.62642
40 0.7854 0.785398 -5.659
41 0.7854 0.785398 -5.69079
42 0.7854 0.785398 -5.72182
43 0.7854 0.785398 -5.75213
44 0.7854 0.785398 -5.78175
45 0.7854 0.785398 -5.81071
46 0.7854 0.785398 -5.83904
47 0.7854 0.785398 -5.86677
48 0.785399 0.785398 -5.89392
49 0.785399 0.785398 -5.92052
