1 1.1547 1.5708 -0.380807
2 1.32481 1.5708 -0.609093
3 1.39506 1.5708 -0.755134
4 1.43406 1.5708 -0.864122
5 1.4589 1.5708 -0.951187
6 1.4761 1.5708 -1.02369
7 1.48872 1.5708 -1.08581
8 1.49838 1.5708 -1.14014
9 1.506 1.5708 -1.18843
10 1.51217 1.5708 -1.23189
11 1.51726 1.5708 -1.27139
12 1.52155 1.5708 -1.3076
13 1.52519 1.5708 -1.34101
14 1.52834 1.5708 -1.37204
15 1.53108 1.5708 -1.401
16 1.53348 1.5708 -1.42815
17 1.53562 1.5708 -1.45371
18 1.53752 1.5708 -1.47784
19 1.53922 1.5708 -1.5007
20 1.54076 1.5708 -1.52242
21 1.54216 1.5708 -1.5431
22 1.54343 1.5708 -1.56284
23 1.5446 1.5708 -1.58173
24 1.54567 1.5708 -1.59983
25 1.54665 1.5708 -1.6172
26 1.54756 1.5708 -1.6339
27 1.54841 1.5708 -1.64999
28 1.54919 1.5708 -1.6655
29 1.54993 1.5708 -1.68048
30 1.55061 1.5708 -1.69496
31 1.55125 1.5708 -1.70897
32 1.55185 1.5708 -1.72254
33 1.55242 1.5708 -1.7357
34 1.55295 1.5708 -1.74847
35 1.55345 1.5708 -1.76088
36 1.55393 1.5708 -1.77295
37 1.55438 1.5708 -1.78469
38 1.55481 1.5708 -1.79612
39 1.55521 1.5708 -1.80725
40 1.55559 1.5708 -1.81811
41 1.55596 1.5708 -1.8287
42 1.55631 1.5708 -1.83904
43 1.55664 1.5708 -1.84914
44 1.55696 1.5708 -1.85901
45 1.55727 1.5708 -1.86867
46 1.55756 1.5708 -1.87811
47 1.55783 1.5708 -1.88735
48 1.5581 1.5708 -1.8964
49 1.55836 1.5708 -1.90526
