1 99.5024 5.29335 1.97409
2 50.7412 5.29335 1.65751
3 34.6488 5.29335 1.46769
4 26.6819 5.29335 1.33018
5 21.9486 5.29335 1.22155
6 18.8238 5.29335 1.13131
7 16.6134 5.29335 1.05385
8 14.9715 5.29335 0.98579
9 13.7066 5.29335 0.924965
10 12.7044 5.29335 0.869878
11 11.8921 5.29335 0.819459
12 11.2215 5.29335 0.772919
13 10.6594 5.29335 0.729653
14 10.182 5.29335 0.68919
15 9.77212 5.29335 0.651158
16 9.41673 5.29335 0.615253
17 9.106 5.29335 0.581227
18 8.8323 5.29335 0.548874
19 8.5896 5.29335 0.51802
20 8.37313 5.29335 0.488519
21 8.179 5.29335 0.460244
22 8.00409 5.29335 0.433086
23 7.84578 5.29335 0.406953
24 7.70193 5.29335 0.38176
25 7.57073 5.29335 0.357435
26 7.45067 5.29335 0.333913
27 7.34045 5.29335 0.311138
28 7.23898 5.29335 0.289059
29 7.1453 5.29335 0.267629
30 7.05861 5.29335 0.246807
31 6.97819 5.29335 0.226556
32 6.90342 5.29335 0.206842
33 6.83376 5.29335 0.187634
34 6.76874 5.29335 0.168905
35 6.70793 5.29335 0.150627
36 6.65097 5.29335 0.132778
37 6.59753 5.29335 0.115335
38 6.5473 5.29335 0.0982794
39 6.50003 5.29335 0.0815916
40 6.45548 5.29335 0.0652547
41 6.41344 5.29335 0.0492526
42 6.37372 5.29335 0.0335706
43 6.33614 5.29335 0.0181947
44 6.30055 5.29335 0.00311197
45 6.2668 5.29335 -0.0116896
46 6.23476 5.29335 -0.0262214
47 6.20433 5.29335 -0.040494
48 6.17538 5.29335 -0.0545174
49 6.14783 5.29335 -0.068301
