1 0.5 0.785398 -0.544549
2 0.683013 0.785398 -0.989762
3 0.729388 0.785398 -1.25174
4 0.748927 0.785398 -1.43805
5 0.759262 0.785398 -1.58276
6 0.765496 0.785398 -1.70109
7 0.769593 0.785398 -1.8012
8 0.772455 0.785398 -1.88795
9 0.774546 0.785398 -1.9645
10 0.77613 0.785398 -2.03299
11 0.777362 0.785398 -2.09496
12 0.778344 0.785398 -2.15154
13 0.779141 0.785398 -2.2036
14 0.779798 0.785398 -2.2518
15 0.780348 0.785398 -2.29668
16 0.780813 0.785398 -2.33867
17 0.781211 0.785398 -2.37811
18 0.781555 0.785398 -2.41531
19 0.781854 0.785398 -2.45049
20 0.782116 0.785398 -2.48387
21 0.782348 0.785398 -2.51562
22 0.782553 0.785398 -2.5459
23 0.782736 0.785398 -2.57483
24 0.782901 0.785398 -2.60253
25 0.783049 0.785398 -2.6291
26 0.783183 0.785398 -2.65463
27 0.783305 0.785398 -2.6792
28 0.783416 0.785398 -2.70287
29 0.783518 0.785398 -2.72571
30 0.783611 0.785398 -2.74778
31 0.783697 0.785398 -2.76913
32 0.783776 0.785398 -2.7898
33 0.783849 0.785398 -2.80983
34 0.783917 0.785398 -2.82927
35 0.78398 0.785398 -2.84814
36 0.784038 0.785398 -2.86648
37 0.784093 0.785398 -2.88432
38 0.784144 0.785398 -2.90168
39 0.784192 0.785398 -2.9186
40 0.784237 0.785398 -2.93508
41 0.784279 0.785398 -2.95116
42 0.784319 0.785398 -2.96685
43 0.784356 0.785398 -2.98217
44 0.784392 0.785398 -2.99714
45 0.784425 0.785398 -3.01177
46 0.784456 0.785398 -3.02609
47 0.784486 0.785398 -3.04009
48 0.784515 0.785398 -3.0538
49 0.784542 0.785398 -3.06722
