1 3.86756 5.29335 0.154057
2 5.38462 5.29335 -1.03967
3 5.76237 5.29335 -0.328814
4 5.60915 5.29335 -0.500598
5 5.4054 5.29335 -0.950598
6 5.30374 5.29335 -1.98343
7 5.27774 5.29335 -1.8064
8 5.28064 5.29335 -1.89556
9 5.28784 5.29335 -2.25884
10 5.29217 5.29335 -2.92767
11 5.29367 5.29335 -3.5067
12 5.29381 5.29335 -3.34474
13 5.2936 5.29335 -3.6097
14 5.29343 5.29335 -4.11811
15 5.29336 5.29335 -5.63451
16 5.29334 5.29335 -4.85937
17 5.29334 5.29335 -5.00407
18 5.29335 5.29335 -5.4013
19 5.29335 5.29335 -6.15003
20 5.29335 5.29335 -6.49674
21 5.29335 5.29335 -6.44312
22 5.29335 5.29335 -6.74057
23 5.29335 5.29335 -7.29019
24 5.29335 5.29335 -8.76984
25 5.29335 5.29335 -7.93896
26 5.29335 5.29335 -8.12418
27 5.29335 5.29335 -8.55202
28 5.29335 5.29335 -9.39961
29 5.29335 5.29335 -9.53139
30 5.29335 5.29335 -9.55096
31 5.29335 5.29335 -9.87751
32 5.29335 5.29335 -10.4717
33 5.29335 5.29335 -11.4299
34 5.29335 5.29335 -11.0295
35 5.29335 5.29335 -11.2493
36 5.29335 5.29335 -11.7086
37 5.29335 5.29335 -12.6986
38 5.29335 5.29335 -12.5822
39 5.29335 5.29335 -12.6648
40 5.29335 5.29335 -12.9999
41 5.29335 5.29335 -13.6428
42 5.29335 5.29335 -14.5232
43 5.29335 5.29335 -14.1837
44 5.29335 5.29335 -14.4105
45 5.29335 5.29335 -14.4105
46 5.29335 5.29335 -14.1693
47 5.29335 5.29335 -14.8406
48 5.29335 5.29335 -14.8406
49 5.29335 5.29335 -14.247
