# t, x, y, z, qx, qy, qz
0.0, 0.659633581231181, -0.04614875157361665, 0., 0., 0., 0.12114386474541967
0.03, 0.6603745569782488, -0.04005278802075622, 0., 0., 0., 0.05222340264815919
0.06, 0.6614359093469863, -0.0326965762066578, 0., 0., 0., -0.02062782870515903
0.09, 0.6626813088061256, -0.024293202968262845, 0., 0., 0., -0.09526916716635876
0.12, 0.6639515642395142, -0.015061460090632956, 0., 0., 0., -0.1685747815002086
0.15, 0.6650793071828652, -0.005238288054137823, 0., 0., 0., -0.23652731825586426
0.18, 0.6659066327560896, 0.004905251599341927, 0., 0., 0., -0.29495033351051636
0.21, 0.6663062159312949, 0.015049743826063552, 0., 0., 0., -0.3405624780640346
0.24, 0.6662043289694186, 0.024822291625942627, 0., 0., 0., -0.3715975300835104
0.27, 0.665600809373642, 0.03380863179227811, 0., 0., 0., -0.38768804310308014
0.3, 0.6645780061046221, 0.04158705886687946, 0., 0., 0., -0.38938649783879964
0.32999999999999996, 0.6632913453344483, 0.04777926044592922, 0., 0., 0., -0.37773784781015474
0.36, 0.6619406010678486, 0.05210200763612436, 0., 0., 0., -0.35401411319231557
0.39, 0.6607302667005517, 0.0543999855927901, 0., 0., 0., -0.3195541920954078
0.42, 0.6598324278331378, 0.05464885209912374, 0., 0., 0., -0.2756545995655032
0.44999999999999996, 0.6593623289397771, 0.05293242224485944, 0., 0., 0., -0.22350329189845167
0.48, 0.659369072869831, 0.04940749175505282, 0., 0., 0., -0.16417436876629646
0.51, 0.659837898248809, 0.044269930451020824, 0., 0., 0., -0.09870666236090908
0.54, 0.6606988588575697, 0.03773024436008449, 0., 0., 0., -0.02828852948022771
0.57, 0.6618381147283102, 0.0300012111207099, 0., 0., 0., 0.04544190938810365
0.6, 0.6631102168802683, 0.02129681618534269, 0., 0., 0., 0.1200370595063413
0.63, 0.6643514942488461, 0.011840257226574181, 0., 0., 0., 0.19203361518760015
0.6599999999999999, 0.6653955983794434, 0.0018780310966100035, 0., 0., 0., 0.25725019023804435
0.69, 0.6660923167591727, -0.00830398480752233, 0., 0., 0., 0.31169786996631604
0.72, 0.6663296452093942, -0.01836842461574727, 0., 0., 0., 0.35256994098705946
0.75, 0.6660565221790405, -0.027926206043162108, 0., 0., 0., 0.37860836476197224
0.78, 0.6653000880685179, -0.03655576332972376, 0., 0., 0., 0.38980866617519633
0.8099999999999999, 0.6641691235645498, -0.043843747698935516, 0., 0., 0., 0.38692665116565156
