# x y z
0 1 1
0.1 0.9 0.9
0.2 0.8 0.8
0.3 0.7 0.7
0.4 0.6 0.6
0.5 0.5 0.5
0.6 0.4 0.4
0.7 0.3 0.3
0.8 0.2 0.2
0.9 0.1 0.1
1 0 0
0 0.9 0.86
0.09 0.81 0.788
0.18 0.72 0.716
0.27 0.63 0.644
0.36 0.54 0.572
0.45 0.45 0.5
0.54 0.36 0.428
0.63 0.27 0.356
0.72 0.18 0.284
0.81 0.09 0.212
0.9 0 0.14
0 0.8 0.74
0.08 0.72 0.692
0.16 0.64 0.644
0.24 0.56 0.596
0.32 0.48 0.548
0.4 0.4 0.5
0.48 0.32 0.452
0.56 0.24 0.404
0.64 0.16 0.356
0.72 0.08 0.308
0.8 0 0.26
0 0.7 0.64
0.07 0.63 0.612
0.14 0.56 0.584
0.21 0.49 0.556
0.28 0.42 0.528
0.35 0.35 0.5
0.42 0.28 0.472
0.49 0.21 0.444
0.56 0.14 0.416
0.63 0.07 0.388
0.7 0 0.36
0 0.6 0.56
0.06 0.54 0.548
0.12 0.48 0.536
0.18 0.42 0.524
0.24 0.36 0.512
0.3 0.3 0.5
0.36 0.24 0.488
0.42 0.18 0.476
0.48 0.12 0.464
0.54 0.06 0.452
0.6 0 0.44
0 0.5 0.5
0.05 0.45 0.5
0.1 0.4 0.5
0.15 0.35 0.5
0.2 0.3 0.5
0.25 0.25 0.5
0.3 0.2 0.5
0.35 0.15 0.5
0.4 0.1 0.5
0.45 0.05 0.5
0.5 0 0.5
0 0.4 0.46
0.04 0.36 0.468
0.08 0.32 0.476
0.12 0.28 0.484
0.16 0.24 0.492
0.2 0.2 0.5
0.24 0.16 0.508
0.28 0.12 0.516
0.32 0.08 0.524
0.36 0.04 0.532
0.4 0 0.54
0 0.3 0.44
0.03 0.27 0.452
0.06 0.24 0.464
0.09 0.21 0.476
0.12 0.18 0.488
0.15 0.15 0.5
0.18 0.12 0.512
0.21 0.09 0.524
0.24 0.06 0.536
0.27 0.03 0.548
0.3 0 0.56
0 0.2 0.44
0.02 0.18 0.452
0.04 0.16 0.464
0.06 0.14 0.476
0.08 0.12 0.488
0.1 0.1 0.5
0.12 0.08 0.512
0.14 0.06 0.524
0.16 0.04 0.536
0.18 0.02 0.548
0.2 0 0.56
0 0.1 0.46
0.01 0.09 0.468
0.02 0.08 0.476
0.03 0.07 0.484
0.04 0.06 0.492
0.05 0.05 0.5
0.06 0.04 0.508
0.07 0.03 0.516
0.08 0.02 0.524
0.09 0.01 0.532
0.1 0 0.54
0 0 0.5
0 0 0.5
0 0 0.5
0 0 0.5
0 0 0.5
0 0 0.5
0 0 0.5
0 0 0.5
0 0 0.5
0 0 0.5
0 0 0.5
