0.00000, 0.00000, -1.00000, 0.00000, 0.00000, 0.00000
0.00000, 0.00000, -1.00000, 0.00000, 0.00000, 0.00000
0.00000, 0.00000, -1.00000, 0.00000, 0.00000, 0.00000
0.00000, 0.00000, -1.00000, 0.00000, 0.00000, 0.00000
0.00000, 0.00000, -1.00000, 0.00000, 0.00000, 0.00000
0.00000, 0.00000, -1.00000, 0.00000, 0.00000, 0.00000
0.00000, 0.00000, -1.00000, 0.00000, 0.00000, 0.00000
0.00000, 0.00000, -1.00000, 0.00000, 0.00000, 0.00000
-0.00000, 0.00000, -1.00000, 0.00000, 0.00000, 0.00000
-0.00000, 0.00000, -1.00000, 0.00000, 0.00000, 0.00000
-0.00000, 0.00000, -1.00000, 0.00000, 0.00000, 0.00000
-0.00000, 0.00000, -1.00000, 0.00000, 0.00000, 0.00000
-0.00000, 0.00000, -1.00000, 0.00000, 0.00000, 0.00000
-0.00000, 0.00000, -1.00000, 0.00000, 0.00000, 0.00000
-0.00000, 0.00000, -1.00000, 0.00000, 0.00000, 0.00000
-0.00000, 0.00000, -1.00000, 0.00000, 0.00000, 0.00000
-0.00000, -0.00000, -1.00000, 0.00000, 0.00000, 0.00000
-0.00000, -0.00000, -1.00000, 0.00000, 0.00000, 0.00000
-0.00000, -0.00000, -1.00000, 0.00000, 0.00000, 0.00000
-0.00000, -0.00000, -1.00000, 0.00000, 0.00000, 0.00000
-0.00000, -0.00000, -1.00000, 0.00000, 0.00000, 0.00000
-0.00000, -0.00000, -1.00000, 0.00000, 0.00000, 0.00000
-0.00000, -0.00000, -1.00000, 0.00000, 0.00000, 0.00000
0.00000, -0.00000, -1.00000, 0.00000, 0.00000, 0.00000
0.00000, -0.00000, -1.00000, 0.00000, 0.00000, 0.00000
0.00000, -0.00000, -1.00000, 0.00000, 0.00000, 0.00000
0.00000, -0.00000, -1.00000, 0.00000, 0.00000, 0.00000
0.00000, -0.00000, -1.00000, 0.00000, 0.00000, 0.00000
0.00000, -0.00000, -1.00000, 0.00000, 0.00000, 0.00000
0.00000, -0.00000, -1.00000, 0.00000, 0.00000, 0.00000
0.15643, 0.00000, -0.89474, 0.15643, 0.00000, 0.00000
0.15302, 0.03252, -0.89474, 0.15302, 0.00000, 0.00000
0.14291, 0.06363, -0.89474, 0.14291, 0.00000, 0.00000
0.12656, 0.09195, -0.89474, 0.12656, 0.00000, 0.00000
0.10468, 0.11625, -0.89474, 0.10468, 0.00000, 0.00000
0.07822, 0.13548, -0.89474, 0.07822, 0.00000, 0.00000
0.04834, 0.14878, -0.89474, 0.04834, 0.00000, 0.00000
0.01635, 0.15558, -0.89474, 0.01635, 0.00000, 0.00000
-0.01635, 0.15558, -0.89474, 0.00000, 0.00000, 0.00000
-0.04834, 0.14878, -0.89474, 0.00000, 0.00000, 0.00000
-0.07822, 0.13548, -0.89474, 0.00000, 0.00000, 0.00000
-0.10468, 0.11625, -0.89474, 0.00000, 0.00000, 0.00000
-0.12656, 0.09195, -0.89474, 0.00000, 0.00000, 0.00000
-0.14291, 0.06363, -0.89474, 0.00000, 0.00000, 0.00000
-0.15302, 0.03252, -0.89474, 0.00000, 0.00000, 0.00000
-0.15643, 0.00000, -0.89474, 0.00000, 0.00000, 0.00000
-0.15302, -0.03252, -0.89474, 0.00000, 0.00000, 0.00000
-0.14291, -0.06363, -0.89474, 0.00000, 0.00000, 0.00000
-0.12656, -0.09195, -0.89474, 0.00000, 0.00000, 0.00000
-0.10468, -0.11625, -0.89474, 0.00000, 0.00000, 0.00000
-0.07822, -0.13548, -0.89474, 0.00000, 0.00000, 0.00000
-0.04834, -0.14878, -0.89474, 0.00000, 0.00000, 0.00000
-0.01635, -0.15558, -0.89474, 0.00000, 0.00000, 0.00000
0.01635, -0.15558, -0.89474, 0.01635, 0.00000, 0.00000
0.04834, -0.14878, -0.89474, 0.04834, 0.00000, 0.00000
0.07822, -0.13548, -0.89474, 0.07822, 0.00000, 0.00000
0.10468, -0.11625, -0.89474, 0.10468, 0.00000, 0.00000
0.12656, -0.09195, -0.89474, 0.12656, 0.00000, 0.00000
0.14291, -0.06363, -0.89474, 0.14291, 0.00000, 0.00000
0.15302, -0.03252, -0.89474, 0.15302, 0.00000, 0.00000
0.30902, 0.00000, -0.78947, 0.20000, 0.00000, 0.00000
0.30226, 0.06425, -0.78947, 0.20000, 0.00000, 0.00000
0.28230, 0.12569, -0.78947, 0.20000, 0.00000, 0.00000
0.25000, 0.18164, -0.78947, 0.20000, 0.00000, 0.00000
0.20677, 0.22964, -0.78947, 0.20000, 0.00000, 0.00000
0.15451, 0.26762, -0.78947, 0.15451, 0.00000, 0.00000
0.09549, 0.29389, -0.78947, 0.09549, 0.00000, 0.00000
0.03230, 0.30732, -0.78947, 0.03230, 0.00000, 0.00000
-0.03230, 0.30732, -0.78947, 0.00000, 0.00000, 0.00000
-0.09549, 0.29389, -0.78947, 0.00000, 0.00000, 0.00000
-0.15451, 0.26762, -0.78947, 0.00000, 0.00000, 0.00000
-0.20677, 0.22964, -0.78947, 0.00000, 0.00000, 0.00000
-0.25000, 0.18164, -0.78947, 0.00000, 0.00000, 0.00000
-0.28230, 0.12569, -0.78947, 0.00000, 0.00000, 0.00000
-0.30226, 0.06425, -0.78947, 0.00000, 0.00000, 0.00000
-0.30902, 0.00000, -0.78947, 0.00000, 0.00000, 0.00000
-0.30226, -0.06425, -0.78947, 0.00000, 0.00000, 0.00000
-0.28230, -0.12569, -0.78947, 0.00000, 0.00000, 0.00000
-0.25000, -0.18164, -0.78947, 0.00000, 0.00000, 0.00000
-0.20677, -0.22964, -0.78947, 0.00000, 0.00000, 0.00000
-0.15451, -0.26762, -0.78947, 0.00000, 0.00000, 0.00000
-0.09549, -0.29389, -0.78947, 0.00000, 0.00000, 0.00000
-0.03230, -0.30732, -0.78947, 0.00000, 0.00000, 0.00000
0.03230, -0.30732, -0.78947, 0.03230, 0.00000, 0.00000
0.09549, -0.29389, -0.78947, 0.09549, 0.00000, 0.00000
0.15451, -0.26762, -0.78947, 0.15451, 0.00000, 0.00000
0.20677, -0.22964, -0.78947, 0.20000, 0.00000, 0.00000
0.25000, -0.18164, -0.78947, 0.20000, 0.00000, 0.00000
0.28230, -0.12569, -0.78947, 0.20000, 0.00000, 0.00000
0.30226, -0.06425, -0.78947, 0.20000, 0.00000, 0.00000
0.45399, 0.00000, -0.68421, 0.20000, 0.00000, 0.00000
0.44407, 0.09439, -0.68421, 0.20000, 0.00000, 0.00000
0.41474, 0.18465, -0.68421, 0.20000, 0.00000, 0.00000
0.36729, 0.26685, -0.68421, 0.20000, 0.00000, 0.00000
0.30378, 0.33738, -0.68421, 0.20000, 0.00000, 0.00000
0.22700, 0.39317, -0.68421, 0.20000, 0.00000, 0.00000
0.14029, 0.43177, -0.68421, 0.14029, 0.00000, 0.00000
0.04745, 0.45150, -0.68421, 0.04745, 0.00000, 0.00000
-0.04745, 0.45150, -0.68421, 0.00000, 0.00000, 0.00000
-0.14029, 0.43177, -0.68421, 0.00000, 0.00000, 0.00000
-0.22700, 0.39317, -0.68421, 0.00000, 0.00000, 0.00000
-0.30378, 0.33738, -0.68421, 0.00000, 0.00000, 0.00000
-0.36729, 0.26685, -0.68421, 0.00000, 0.00000, 0.00000
-0.41474, 0.18465, -0.68421, 0.00000, 0.00000, 0.00000
-0.44407, 0.09439, -0.68421, 0.00000, 0.00000, 0.00000
-0.45399, 0.00000, -0.68421, 0.00000, 0.00000, 0.00000
-0.44407, -0.09439, -0.68421, 0.00000, 0.00000, 0.00000
-0.41474, -0.18465, -0.68421, 0.00000, 0.00000, 0.00000
-0.36729, -0.26685, -0.68421, 0.00000, 0.00000, 0.00000
-0.30378, -0.33738, -0.68421, 0.00000, 0.00000, 0.00000
-0.22700, -0.39317, -0.68421, 0.00000, 0.00000, 0.00000
-0.14029, -0.43177, -0.68421, 0.00000, 0.00000, 0.00000
-0.04745, -0.45150, -0.68421, 0.00000, 0.00000, 0.00000
0.04745, -0.45150, -0.68421, 0.04745, 0.00000, 0.00000
0.14029, -0.43177, -0.68421, 0.14029, 0.00000, 0.00000
0.22700, -0.39317, -0.68421, 0.20000, 0.00000, 0.00000
0.30378, -0.33738, -0.68421, 0.20000, 0.00000, 0.00000
