#x y F(x, y)
5 5 890
4.92687 4.97687 848.214
4.96852 4.84357 802.543
4.95552 4.82964 790.953
4.94268 4.81517 779.303
4.9299 4.80075 767.815
3.65785 3.36443 96.6334
3.23207 2.83262 23.3052
2.95381 2.42797 3.4416
2.87712 2.25283 1.12725
2.88107 2.18067 0.674119
2.91131 2.13303 0.365703
2.97837 2.04271 0.0303121
3.01836 1.97736 0.0128591
3.01001 1.98355 0.00499302
3.02521 1.95909 0.0310238
2.99904 2.00204 6.59404e-05
3.00059 1.99899 1.81856e-05
3.00011 1.99983 5.5587e-07
3.00001 1.99998 1.04588e-08
3 2 5.42326e-12
3 2 1.38724e-17
3 2 1.18542e-21
3 2 4.16343e-25
3 2 3.54987e-29
3 2 3.23433e-29
3 2 1.97215e-29
3 2 1.67633e-29
3 2 0
3 2 0
3 2 0
3 2 0
3 2 0
3 2 0
3 2 0
3 2 0
3 2 0
3 2 0
3 2 0
3 2 0
3 2 0
3 2 0
3 2 0
3 2 0
3 2 0
3 2 0
3 2 0
3 2 0
3 2 0
3 2 0
