Time,Displacement1,Displacement2,Displacement3,Displacement4,Displacement5,Displacement6,Displacement7,Displacement8,Displacement9,Displacement10
17,8.57848e-14,1.10389e-07,-1.03425e-07,-2.9327e-07,-8.1555e-08,1.1396e-07,1.33864e-07,-3.01403e-08,-2.63202e-07,-9.20312e-08
17.1,-1.8972e-14,-2.44342e-08,-4.33836e-08,7.21858e-08,4.48209e-07,7.54457e-07,6.02697e-07,6.1885e-07,5.86513e-07,2.74625e-07
17.2,1.11622e-13,1.43664e-07,5.64509e-08,3.29292e-07,5.12962e-07,3.66444e-07,1.77881e-07,1.06281e-07,1.3065e-07,4.92421e-08
17.3,1.05613e-13,1.35664e-07,2.8066e-08,-1.50504e-07,-2.25963e-07,-3.39886e-07,-3.65179e-07,-4.19593e-07,-4.9133e-07,-4.38039e-07
17.4,-2.62424e-13,-3.37563e-07,-3.49519e-07,-4.48768e-07,-4.45219e-07,-4.5468e-07,-4.0385e-07,-2.08996e-07,-1.2183e-07,-1.00889e-07
17.5,-1.56484e-13,-2.01064e-07,-1.56824e-07,5.42024e-08,3.35755e-08,-3.97743e-09,1.86692e-07,2.96188e-07,2.21914e-07,2.18356e-07
17.6,1.70773e-13,2.19663e-07,5.19597e-07,5.84292e-07,3.1794e-07,3.78807e-07,4.52085e-07,3.09242e-07,1.01497e-07,-6.82151e-08
17.7,1.59013e-14,2.04845e-08,2.44398e-07,3.46516e-07,1.48363e-07,3.21039e-09,1.00682e-08,-1.15899e-08,-8.62765e-09,-4.81659e-09
17.8,-1.96393e-13,-2.52326e-07,-3.30997e-07,-3.61444e-07,-3.90413e-07,-4.95289e-07,-3.05778e-07,-8.6712e-08,-1.87728e-09,8.78678e-08
17.9,-1.39693e-14,-1.77158e-08,-9.43158e-08,-3.43742e-07,-4.19447e-07,-3.29295e-07,-2.10255e-07,-3.73936e-08,-1.49557e-08,-1.0988e-07
18,2.13901e-13,2.75151e-07,2.72203e-07,3.5315e-07,2.96833e-07,1.12717e-07,-1.91885e-08,1.23639e-08,7.13672e-08,3.95944e-08
18.1,1.85152e-13,2.381e-07,2.57864e-07,3.22397e-07,3.59265e-07,2.8044e-07,1.62808e-07,2.1532e-07,2.89288e-07,1.93626e-07
18.2,6.03748e-14,7.76317e-08,-4.43465e-09,-2.64667e-07,-2.23856e-07,-4.67182e-08,5.86834e-08,1.72218e-07,2.05459e-07,1.18816e-07
18.3,1.10237e-15,1.36873e-09,-1.1835e-07,-2.59169e-07,-3.10215e-07,-3.86973e-07,-3.47242e-07,-2.84796e-07,-1.08469e-07,9.78075e-08
18.4,7.51114e-14,9.65765e-08,1.50442e-07,6.96088e-08,-1.00336e-07,-1.61697e-07,-2.68256e-07,-3.13831e-07,-9.79628e-08,3.97004e-08
18.5,1.44298e-13,1.85514e-07,2.36e-07,1.47199e-07,3.70064e-08,1.72731e-07,2.61204e-07,2.18603e-07,1.94965e-07,1.4982e-07
18.6,2.97937e-14,3.82245e-08,7.26742e-08,9.74925e-08,1.09122e-07,1.27879e-07,2.25351e-07,3.06833e-07,3.05768e-07,2.83448e-07
18.7,4.55196e-15,5.8728e-09,7.63877e-08,-3.38838e-10,-7.60277e-08,-1.70479e-07,-2.16907e-07,-1.11462e-07,1.18618e-09,1.39582e-09
18.8,7.91793e-14,1.01769e-07,2.35207e-08,-8.95195e-08,-2.36108e-07,-3.55242e-07,-2.88541e-07,-2.1206e-07,-1.92339e-07,-1.76914e-07
18.9,-1.70714e-14,-2.2058e-08,-6.82398e-08,-2.2318e-08,-5.59682e-08,-1.23319e-07,-6.30399e-08,9.5689e-08,1.43368e-07,4.50604e-08
19,1.76645e-15,2.30701e-09,9.18845e-08,1.43611e-07,1.51689e-07,1.42396e-07,1.55894e-07,2.98153e-07,2.76511e-07,1.16683e-07
19.1,1.09476e-13,1.40715e-07,2.0711e-07,1.86975e-07,1.06894e-07,3.13173e-08,9.17609e-08,1.05743e-07,-1.70503e-08,-3.05214e-08
19.2,-3.40505e-14,-4.39019e-08,5.40744e-09,-4.9559e-09,-1.11264e-07,-1.81503e-07,-1.80347e-07,-1.64403e-07,-7.80425e-08,-3.92381e-08
19.3,-9.97001e-14,-1.28133e-07,-1.59e-07,-1.76424e-07,-2.33733e-07,-1.97797e-07,-1.20002e-07,-8.25218e-08,1.37172e-08,4.09093e-08
19.4,3.53931e-14,4.55617e-08,3.11522e-08,-1.17552e-08,-3.47301e-08,2.41133e-08,1.03767e-07,8.23643e-08,1.4118e-08,4.25743e-08
19.5,6.87251e-14,8.8346e-08,1.9404e-07,2.071e-07,2.20438e-07,2.04252e-07,8.01053e-08,3.71909e-08,4.25723e-08,4.64727e-08
19.6,3.45791e-14,4.44588e-08,9.86003e-09,2.73473e-08,7.78576e-08,6.46114e-08,1.95108e-08,-4.02511e-09,2.87617e-08,3.86049e-08
19.7,-1.00522e-14,-1.29714e-08,-1.61169e-07,-2.36793e-07,-1.83099e-07,-1.09784e-07,-5.25828e-08,-4.37007e-08,-1.99298e-08,-3.09099e-08
19.8,-2.59965e-14,-3.34559e-08,-7.56241e-08,-1.07004e-07,-5.75544e-08,-5.75528e-08,-1.34513e-07,-1.20983e-07,-5.42851e-08,-3.26784e-08
19.9,4.48539e-14,5.76388e-08,7.24714e-08,1.09312e-07,1.47509e-07,1.00098e-07,2.50947e-08,-1.50059e-08,-4.89279e-08,1.17988e-10
20,2.33081e-14,2.98578e-08,5.4432e-08,6.18331e-08,8.5232e-08,1.63552e-07,1.8051e-07,1.26692e-07,5.60865e-08,9.37896e-09
