0, 29.6127,0
0.301605, -0.015663,-0.0015801
0.60321, 0.00150889,0.0235449
0.904815, -0.0287073,-0.00201843
1.20642, 0.0611409,-0.0306409
1.50802, -0.00967649,0.0178191
1.80963, 0.0251028,-0.0389726
2.11123, 0.0294567,0.00276943
2.41284, -0.0565003,0.00316466
2.71444, 0.0232907,-0.0191204
3.01605, -0.0389934,0.0473918
3.31765, -0.0226376,-0.00307899
3.61926, 0.00819255,0.00441034
3.92086, -0.0315845,0.0262851
4.22247, -0.00169366,-0.0325354
4.52407, 0.00840965,0.00179954
4.82568, -0.0233815,-0.013811
5.12728, -0.00235656,-0.042824
5.42889, -0.00704648,0.0294144
5.73049, -0.0320029,-0.0129381
6.0321, 0.0284029,0.00746379
6.3337, -0.0298793,0.0445488
6.63531, 0.00460616,-0.0174513
6.93691, 0.0210608,0.0497938
7.23852, -0.0345633,-0.0119991
7.54012, 0.0134493,-0.0225063
7.84173, -0.0246256,0.00390716
8.14333, -0.0466699,-0.0394896
8.44494, 0.000383599,-0.0101395
8.74654, -0.0234176,0.0176151
9.04815, -0.0151631,-0.0159818
9.34975, 0.04059,0.0245677
9.65136, -0.0271417,0.0147215
9.95296, 0.0332987,-0.0159838
10.2546, 0.00268683,0.0249595
10.5562, -0.058551,-0.0209219
10.8578, 0.0117739,0.0172294
11.1594, -0.0682393,0.0315581
11.461, -0.0201775,-0.0114188
11.7626, -0.00655168,0.056633
12.0642, -0.0470877,0.00376244
12.3658, 0.0262111,-0.0181956
12.6674, -0.0192201,0.020386
12.969, -0.030913,-0.0135752
13.2706, -0.00726466,-0.0147697
13.5722, -0.0643978,0.0561482
13.8738, -0.0666084,0.0448939
14.1754, -0.0211008,0.20636
14.477, 0.182467,0.0216496
14.7786, 0.0995501,-0.0240472
15.0802, 0.0460139,0.0521437
15.3818, 0.0245002,-0.0494627
15.6835, 0.0480857,-0.0127248
15.9851, -0.0213134,-0.0132112
16.2867, 0.0283621,-0.0722503
16.5883, 0.0219153,0.00962153
16.8899, -0.00850546,-0.0201621
17.1915, 0.0224021,-0.0118732
17.4931, 0.0271512,0.0411556
17.7947, -0.00791197,-0.00636021
18.0963, 0.0636851,0.0154094
18.3979, -0.00883808,0.0230899
18.6995, -0.0120807,-0.0513031
19.0011, 0.0266312,0.0288029
19.3027, -0.0518451,-0.0287855
19.6043, 0.0192757,-0.0263986
19.9059, -0.0137489,0.0373165
20.2075, -0.00811482,-0.0330948
20.5091, 0.0606779,0.0168548
20.8107, 0.0125692,0.0110632
21.1123, 0.0261842,-0.0309968
21.4139, 0.0432163,0.00210903
21.7155, -0.0238823,0.0125316
22.0172, 0.0176984,-0.0203743
22.3188, -0.0151852,0.0404135
22.6204, -0.0464002,-0.00230237
22.922, 0.0326537,0.0051275
23.2236, -0.0515674,0.0346254
23.5252, 0.0151085,-0.0524438
23.8268, 0.0297281,0.0107282
24.1284, -0.00859563,-0.0198357
24.43, 0.0502035,-0.043333
24.7316, -0.017575,0.0162081
25.0332, 0.00135018,-0.0193848
25.3348, 0.0189114,0.0122413
25.6364, -0.00804016,0.053969
25.938, 0.00908411,-0.0150818
26.2396, 0.022853,0.0350263
26.5412, -0.0257605,0.0148001
26.8428, 0.00924794,-0.0523405
27.1444, 0.000360552,0.0286294
27.446, -0.0469406,-0.0696054
27.7476, 0.0294914,-0.00463785
28.0493, -0.0392338,0.0180866
28.3509, 0.011283,-0.0329414
28.6525, 0.0367949,0.0556238
28.9541, -0.00356572,-0.00759795
29.2557, 0.0472795,-0.00242545
29.5573, 0.0207663,0.0183813
29.8589, -0.0359907,-0.0349952
30.1605, 0,0
30.4621, 0,0
30.7637, 0,0
31.0653, 0,0
31.3669, 0,0
31.6685, 0,0
31.9701, 0,0
32.2717, 0,0
32.5733, 0,0
32.8749, 0,0
33.1765, 0,0
33.4781, 0,0
33.7797, 0,0
34.0813, 0,0
34.383, 0,0
34.6846, 0,0
34.9862, 0,0
35.2878, 0,0
35.5894, 0,0
35.891, 0,0
36.1926, 0,0
36.4942, 0,0
36.7958, 0,0
37.0974, 0,0
37.399, 0,0
37.7006, 0,0
38.0022, 0,0
38.3038, 0,0
38.6054, 0,0
38.907, 0,0
39.2086, 0,0
39.5102, 0,0
39.8118, 0,0
40.1134, 0,0
40.4151, 0,0
40.7167, 0,0
41.0183, 0,0
41.3199, 0,0
41.6215, 0,0
41.9231, 0,0
42.2247, 0,0
42.5263, 0,0
42.8279, 0,0
43.1295, 0,0
43.4311, 0,0
43.7327, 0,0
44.0343, 0,0
44.3359, 0,0
44.6375, 0,0
44.9391, 0,0
45.2407, 0,0
45.5423, 0,0
45.8439, 0,0
46.1455, 0,0
46.4471, 0,0
46.7488, 0,0
47.0504, 0,0
47.352, 0,0
47.6536, 0,0
47.9552, 0,0
48.2568, 0,0
48.5584, 0,0
48.86, 0,0
49.1616, 0,0
49.4632, 0,0
49.7648, 0,0
50.0664, 0,0
50.368, 0,0
50.6696, 0,0
50.9712, 0,0
51.2728, 0,0
51.5744, 0,0
51.876, 0,0
52.1776, 0,0
52.4792, 0,0
52.7809, 0,0
53.0825, 0,0
53.3841, 0,0
53.6857, 0,0
53.9873, 0,0
54.2889, 0,0
54.5905, 0,0
54.8921, 0,0
55.1937, 0,0
55.4953, 0,0
55.7969, 0,0
56.0985, 0,0
56.4001, 0,0
56.7017, 0,0
57.0033, 0,0
57.3049, 0,0
57.6065, 0,0
57.9081, 0,0
58.2097, 0,0
58.5113, 0,0
58.8129, 0,0
59.1146, 0,0
59.4162, 0,0
59.7178, 0,0
60.0194, 0,0
60.321, 0,0
60.6226, 0,0
60.9242, 0,0
61.2258, 0,0
61.5274, 0,0
61.829, 0,0
62.1306, 0,0
62.4322, 0,0
62.7338, 0,0
63.0354, 0,0
63.337, 0,0
63.6386, 0,0
63.9402, 0,0
64.2418, 0,0
64.5434, 0,0
64.845, 0,0
65.1466, 0,0
65.4483, 0,0
65.7499, 0,0
66.0515, 0,0
66.3531, 0,0
66.6547, 0,0
66.9563, 0,0
67.2579, 0,0
67.5595, 0,0
67.8611, 0,0
68.1627, 0,0
68.4643, 0,0
68.7659, 0,0
69.0675, 0,0
69.3691, 0,0
69.6707, 0,0
69.9723, 0,0
70.2739, 0,0
70.5755, 0,0
70.8771, 0,0
71.1787, 0,0
71.4804, 0,0
71.782, 0,0
72.0836, 0,0
72.3852, 0,0
72.6868, 0,0
72.9884, 0,0
73.29, 0,0
73.5916, 0,0
73.8932, 0,0
74.1948, 0,0
74.4964, 0,0
74.798, 0,0
75.0996, 0,0
75.4012, 0,0
75.7028, 0,0
76.0044, 0,0
76.306, 0,0
76.6076, 0,0
76.9092, 0,0
77.2108, 0,0
77.5124, 0,0
77.8141, 0,0
78.1157, 0,0
78.4173, 0,0
78.7189, 0,0
79.0205, 0,0
79.3221, 0,0
79.6237, 0,0
79.9253, 0,0
80.2269, 0,0
80.5285, 0,0
80.8301, 0,0
81.1317, 0,0
81.4333, 0,0
81.7349, 0,0
82.0365, 0,0
82.3381, 0,0
82.6397, 0,0
82.9413, 0,0
83.2429, 0,0
83.5445, 0,0
83.8462, 0,0
84.1478, 0,0
84.4494, 0,0
84.751, 0,0
85.0526, 0,0
85.3542, 0,0
85.6558, 0,0
85.9574, 0,0
86.259, 0,0
86.5606, 0,0
86.8622, 0,0
87.1638, 0,0
87.4654, 0,0
87.767, 0,0
88.0686, 0,0
88.3702, 0,0
88.6718, 0,0
88.9734, 0,0
89.275, 0,0
89.5766, 0,0
89.8782, 0,0
90.1799, 0,0
90.4815, 0,0
90.7831, 0,0
91.0847, 0,0
91.3863, 0,0
91.6879, 0,0
91.9895, 0,0
92.2911, 0,0
92.5927, 0,0
92.8943, 0,0
93.1959, 0,0
93.4975, 0,0
93.7991, 0,0
94.1007, 0,0
94.4023, 0,0
94.7039, 0,0
95.0055, 0,0
95.3071, 0,0
95.6087, 0,0
95.9103, 0,0
96.2119, 0,0
96.5136, 0,0
96.8152, 0,0
97.1168, 0,0
97.4184, 0,0
97.72, 0,0
98.0216, 0,0
98.3232, 0,0
98.6248, 0,0
98.9264, 0,0
99.228, 0,0
99.5296, 0,0
99.8312, 0,0
100.133, 0,0
100.434, 0,0
100.736, 0,0
101.038, 0,0
101.339, 0,0
101.641, 0,0
101.942, 0,0
102.244, 0,0
