time,distance
0.004116181,30.338680744171143
0.009706223,30.330026149749756
0.014933902,30.28242588043213
0.020096897000000002,30.343008041381836
0.025270984000000003,28.689980506896973
0.0304507,30.33435344696045
0.035694046,30.325698852539062
0.040890743,30.33435344696045
0.046786798000000004,30.32137155532837
0.051958478,30.325698852539062
0.057079381000000005,30.299735069274902
0.062293597000000006,30.304062366485596
0.067456018,30.29540777206421
0.07260258700000001,30.32137155532837
0.077766822,30.33435344696045
0.08287854,29.87133264541626
0.08809781200000001,30.312716960906982
0.093228844,29.901623725891113
0.09833254300000001,29.841041564941406
0.10353303800000001,30.7584285736084
0.10865894000000001,30.291080474853516
0.113882545,30.36031723022461
0.119036558,29.841041564941406
0.124230719,30.325698852539062
0.12944502800000002,30.30838966369629
0.134599338,30.30838966369629
0.14019030600000001,30.32137155532837
0.14541124400000002,30.317044258117676
0.150641311,29.867005348205566
0.15577706600000002,29.88431453704834
0.160831674,28.98423671722412
0.16602898300000002,30.325698852539062
0.17176305900000002,30.317044258117676
0.17686690700000002,29.451584815979004
0.182007087,29.879987239837646
0.187673535,30.317044258117676
0.19278688300000002,29.42129373550415
0.19793254500000002,30.34733533859253
0.203197797,30.343008041381836
0.208340884,29.879987239837646
0.21345539900000002,29.46023941040039
0.218693892,29.879987239837646
0.22391058900000002,30.304062366485596
0.229083676,29.87133264541626
0.234266578,30.338680744171143
0.239427573,30.33435344696045
0.244589031,29.87133264541626
0.249752896,30.33435344696045
0.25506575800000003,29.905951023101807
0.26043793400000004,29.862678050994873
0.26553085600000004,29.43427562713623
0.270685814,29.412639141082764
0.27597952800000003,29.867005348205566
0.281057025,29.43427562713623
0.28639859,29.10972833633423
0.291647176,30.32137155532837
0.297058721,30.33435344696045
0.302539599,30.286753177642822
0.307703853,29.9102783203125
0.312821997,29.862678050994873
0.318109174,29.888641834259033
0.323363149,29.862678050994873
0.328566069,29.849696159362793
0.333706842,29.85835075378418
0.338966409,30.317044258117676
0.344159384,30.30838966369629
0.34924514,29.468894004821777
0.354556409,30.32137155532837
0.359695201,30.317044258117676
