"Time","max height (stats)","max volume (stats)"
1.12864,0.087023,77.0031
1.13817,0.088537,77.0884
1.14745,0.090205,77.156
1.15664,0.092105,77.2036
1.16589,0.094248,77.2282
1.17531,0.096632,77.2254
1.18503,0.099295,77.1895
1.19488,0.102213,77.1156
1.2048,0.105399,77.0008
1.21446,0.108653,76.8484
1.22351,0.111802,76.6694
1.23216,0.114914,76.4676
1.24031,0.117867,76.2536
1.24812,0.120674,76.0317
1.25575,0.12335,75.8022
1.26331,0.12595,75.5664
1.27111,0.128517,75.3233
1.27929,0.131053,75.0758
1.28798,0.133482,74.8313
1.29767,0.13581,74.5927
1.30864,0.138077,74.383
1.32321,0.140248,74.2281
1.34321,0.141215,74.2723
1.36321,0.139676,74.5879
1.37896,0.136747,74.9735
1.39024,0.133803,75.2915
1.4001,0.130731,75.5803
1.40928,0.127519,75.8471
1.41799,0.124214,76.0902
1.42647,0.120817,76.311
1.43475,0.117533,76.5071
1.44242,0.114427,76.669
1.44972,0.111306,76.8019
1.45704,0.108529,76.912
1.46419,0.105877,77
1.47124,0.103283,77.068
1.47816,0.100769,77.1169
1.48496,0.09834,77.1474
1.4917,0.096063,77.1599
1.49843,0.09392,77.1542
1.50521,0.09186,77.1279
1.5115,0.090033,77.0827
1.51805,0.08822,77.0146
1.52425,0.086589,76.9287
1.53019,0.085108,76.8261
1.53594,0.083753,76.7092
1.54157,0.082503,76.5773
1.54712,0.081343,76.4333
1.55266,0.08026,76.2751
1.55801,0.079283,76.1106
1.5637,0.078375,75.9286
1.56979,0.077534,75.727
1.57631,0.07672,75.5092
1.58303,0.075968,75.2865
1.59003,0.075267,75.06
1.59747,0.074609,74.8308
1.60534,0.074006,74.6105
1.61236,0.073548,74.4309
1.62181,0.073054,74.2248
1.63238,0.07278,74.0519
1.64964,0.073153,73.945
1.66964,0.073969,74.1287
1.68076,0.074642,74.3655
1.68902,0.075453,74.5925
1.69639,0.07647,74.8276
1.70315,0.07749,75.0633
1.70952,0.078525,75.2971
1.7157,0.079593,75.5287
1.72169,0.080692,75.7533
1.72743,0.081808,75.9641
1.73304,0.082957,76.1615
1.73857,0.084233,76.3446
1.7441,0.085594,76.5142
1.74961,0.087027,76.6662
1.75483,0.088536,76.7933
1.76038,0.090247,76.9085
1.76568,0.091971,77
1.77078,0.093708,77.0698
1.77569,0.095461,77.1205
1.78046,0.097234,77.1537
1.78511,0.099132,77.1678
1.79001,0.101226,77.1652
1.79527,0.103542,77.1388
1.80098,0.106134,77.0835
1.80716,0.109023,76.9911
1.813,0.111874,76.8726
1.81854,0.114684,76.7288
1.82385,0.117431,76.5599
1.82811,0.119671,76.4025
1.83301,0.122347,76.1987
1.83719,0.124814,76.0067
1.8417,0.127481,75.7812
1.84605,0.130044,75.5446
1.85023,0.132481,75.3022
1.85426,0.134801,75.0567
1.85817,0.137013,74.8086
1.862,0.139126,74.5592
1.86574,0.141147,74.3114
1.86945,0.143086,74.0627
1.87279,0.144799,73.8401
1.87643,0.146608,73.5929
1.88056,0.148569,73.3134
1.88493,0.15066,73.023
1.88933,0.152689,72.7333
1.89402,0.154719,72.4295
1.89903,0.156731,72.1089
1.9045,0.158724,71.7714
1.90967,0.160608,71.462
1.91469,0.162309,71.1767
1.91993,0.163831,70.9062
1.92599,0.16526,70.6409
1.93379,0.166576,70.3777
1.9435,0.167384,70.191
1.95765,0.166909,70.211
1.97001,0.16485,70.5219
1.97765,0.162778,70.8167
1.98283,0.161011,71.0722
1.98753,0.159661,71.3337
1.99196,0.158237,71.6031
1.99615,0.156717,71.8761
2.00016,0.155109,72.1502
2.00402,0.153414,72.4245
2.00779,0.151624,72.6984
2.01162,0.149669,72.9802
2.01512,0.147765,73.2384
2.01837,0.145899,73.4773
2.02147,0.144034,73.7008
2.02443,0.142181,73.9122
2.02742,0.140242,74.1227
2.03045,0.138209,74.3331
2.03353,0.13608,74.5425
2.03665,0.13386,74.7495
2.03982,0.131555,74.9523
2.04303,0.129176,75.1493
2.04627,0.126738,75.3389
2.04951,0.124279,75.5183
2.05261,0.121907,75.68
2.05534,0.120069,75.8146
2.05842,0.118125,75.9565
2.06148,0.116183,76.0991
2.06466,0.11417,76.2304
2.06861,0.111673,76.3747
2.07233,0.109345,76.4924
2.07634,0.106872,76.6018
2.08055,0.10431,76.6959
2.08504,0.101638,76.7726
2.08968,0.098972,76.8275
2.09363,0.096764,76.8521
2.09844,0.094177,76.8564
2.1033,0.09209,76.8293
2.10813,0.090085,76.7717
2.11273,0.088236,76.6886
2.11713,0.086514,76.5827
2.12139,0.084904,76.46
2.12532,0.083464,76.326
2.12982,0.081687,76.1478
2.13421,0.080295,75.9501
2.13832,0.079052,75.7447
2.14225,0.077918,75.5379
2.1461,0.076921,75.3198
2.14994,0.075974,75.0922
2.15381,0.075057,74.852
2.15768,0.07418,74.6045
2.16149,0.073352,74.3547
2.16528,0.07257,74.1009
2.16893,0.071851,73.8503
2.17248,0.071187,73.606
2.17607,0.070553,73.358
2.17956,0.06997,73.1109
2.18303,0.069425,72.8621
2.18655,0.068906,72.6091
2.19023,0.068604,72.3494
2.19415,0.068395,72.0839
2.19842,0.068186,71.8075
2.20318,0.067971,71.5235
2.2086,0.067746,71.2251
2.21462,0.067519,70.9311
2.22152,0.067288,70.646
2.22871,0.067089,70.3851
2.236,0.066943,70.2232
2.24502,0.067034,70.1301
2.25888,0.068109,70.2198
2.2706,0.069262,70.5086
2.27846,0.070278,70.806
2.28501,0.07112,71.109
2.29059,0.071833,71.4129
2.29546,0.07245,71.6944
2.29988,0.073008,71.9695
2.304,0.073531,72.2402
2.30794,0.074036,72.5088
2.31176,0.074634,72.7759
2.31553,0.075373,73.045
2.31929,0.076125,73.3172
2.32308,0.076952,73.5939
2.32694,0.077852,73.8758
2.3309,0.078774,74.1614
2.33499,0.079725,74.453
2.33913,0.080692,74.7398
2.34314,0.081631,75.0068
2.34695,0.082532,75.2478
2.35061,0.083412,75.4662
2.35412,0.084397,75.6588
2.35714,0.085352,75.8106
2.35997,0.086262,75.9402
2.36275,0.087173,76.0541
2.3656,0.08818,76.1583
2.36863,0.089441,76.2543
2.37194,0.090851,76.3442
2.37561,0.092461,76.4299
2.37954,0.094225,76.506
2.38354,0.096067,76.567
2.38766,0.098006,76.6124
2.39192,0.100052,76.6393
2.39621,0.102152,76.6448
2.40023,0.104241,76.629
2.40403,0.106319,76.5946
2.4075,0.108244,76.548
2.4117,0.110605,76.4724
2.41611,0.113117,76.3665
2.42022,0.115484,76.2439
2.42415,0.117769,76.1022
2.42793,0.119975,75.9496
2.43158,0.122121,75.7897
2.43519,0.124261,75.613
2.43871,0.126353,75.4331
2.44216,0.128446,75.2398
2.44546,0.131002,75.0338
2.44851,0.13343,74.8279
2.45137,0.1357,74.6245
2.45408,0.137853,74.4198
2.45672,0.139935,74.2101
2.45941,0.142047,73.9885
2.46214,0.14416,73.756
2.46495,0.146315,73.5106
2.4679,0.148555,73.2618
2.47037,0.150419,73.027
2.47271,0.152154,72.7987
2.47555,0.154199,72.5181
2.47857,0.156279,72.2165
2.48152,0.158232,71.904
2.48442,0.160086,71.5868
2.4873,0.161853,71.2814
2.49023,0.16358,70.9566
2.49334,0.165341,70.6077
2.49677,0.167199,70.2323
2.50058,0.169151,69.8312
2.50458,0.171153,69.4272
2.50871,0.173148,69.0335
2.51281,0.174991,68.6678
2.517,0.176735,68.3206
2.52146,0.178431,67.9731
2.52591,0.17996,67.6513
2.53077,0.180657,67.3137
2.53623,0.181893,67.0048
2.54132,0.182777,66.7589
2.54613,0.183375,66.5676
2.55177,0.183789,66.4002
2.55975,0.18392,66.2541
2.5635,0.183765,66.2562
2.56596,0.183585,66.2791
2.56851,0.183336,66.2994
2.56992,0.183165,66.37
2.5705,0.18308,66.4102
2.57164,0.182919,66.4509
2.57355,0.182629,66.4917
2.57713,0.182002,66.5638
2.58462,0.180655,66.7546
2.59077,0.179201,66.993
2.5958,0.177763,67.2346
2.60007,0.17632,67.4792
2.6038,0.174688,67.6928
2.60666,0.173335,67.9001
2.61081,0.171215,68.2014
2.61489,0.168954,68.5186
2.61885,0.166782,68.8428
2.62271,0.165448,69.1757
2.62633,0.16409,69.503
2.62975,0.16271,69.8241
2.63303,0.161291,70.1409
2.63621,0.159814,70.4582
2.63936,0.158252,70.7802
2.64252,0.156571,71.112
2.64577,0.154727,71.4602
2.64918,0.152653,71.8333
2.65279,0.150295,72.2358
2.65628,0.14785,72.6299
2.6597,0.145287,73.0161
2.66283,0.14279,73.3644
2.66588,0.14022,73.6919
2.66858,0.137835,73.9368
2.67169,0.134964,74.2276
2.67483,0.131624,74.4978
2.67814,0.128127,74.759
2.68156,0.124419,75.0073
2.68503,0.120488,75.2336
2.68835,0.116549,75.4297
2.69158,0.112526,75.5926
2.69475,0.108396,75.7231
2.69781,0.104311,75.8254
2.70083,0.100298,75.9064
2.70388,0.09824,75.9651
2.70696,0.096294,76.0053
2.71008,0.094373,76.0289
2.71329,0.092598,76.0349
2.71658,0.090884,76.0183
2.7196,0.089327,75.9875
2.72241,0.087905,75.9438
2.72503,0.086607,75.891
2.72781,0.085272,75.8216
2.7308,0.084247,75.7297
2.73371,0.083321,75.6238
2.73642,0.082478,75.5066
2.73881,0.081752,75.3897
2.7407,0.08118,75.2942
2.74347,0.080355,75.1403
2.74627,0.079527,74.9669
2.74788,0.079069,74.848
2.74881,0.078825,74.7743
2.75001,0.078504,74.6838
2.75275,0.077739,74.4851
2.7556,0.076939,74.2704
2.75853,0.076116,74.0467
2.76134,0.075323,73.8226
2.76407,0.074554,73.5977
2.76658,0.073847,73.4024
2.76876,0.073231,73.1964
2.77103,0.072593,72.9769
2.77342,0.07192,72.7348
2.77603,0.07119,72.4647
2.77885,0.070408,72.1694
2.78153,0.069675,71.8807
2.78414,0.06897,71.5835
2.78491,0.068774,71.505
2.78516,0.068717,71.4596
2.78565,0.068598,71.3987
2.78685,0.068287,71.2634
2.78981,0.067821,70.9392
2.79296,0.06765,70.5965
2.79624,0.067665,70.2287
2.79978,0.067722,69.8724
2.80351,0.067806,69.5206
2.80703,0.067898,69.2048
2.81045,0.067989,68.9194
2.81389,0.068075,68.6479
2.81752,0.068154,68.3798
2.82156,0.068222,68.1127
2.82519,0.068253,67.8625
2.8296,0.068261,67.5874
2.83497,0.068222,67.2833
2.84205,0.068082,66.9529
2.85272,0.068324,66.5761
2.85723,0.068688,66.4828
2.86071,0.068929,66.4387
2.86456,0.069163,66.406
2.87084,0.069585,66.3776
2.87942,0.070148,66.3982
2.88321,0.070964,66.4974
2.88517,0.071368,66.6023
2.88636,0.071611,66.6506
2.88844,0.072018,66.7151
2.89255,0.072765,66.8409
2.89714,0.073514,67.0128
2.90117,0.074095,67.1921
2.90501,0.074584,67.4312
2.90875,0.074999,67.6328
2.91241,0.075353,67.845
2.91605,0.075657,68.0653
2.9197,0.075921,68.3029
2.92334,0.076152,68.5576
2.9268,0.076349,68.8159
2.93014,0.077237,69.0801
2.93339,0.078187,69.3491
2.93659,0.079061,69.643
2.93948,0.079794,69.9037
2.94219,0.080433,70.1544
2.94482,0.081003,70.4006
2.94722,0.081485,70.6304
2.94946,0.081901,70.8243
2.95159,0.082272,71.0432
2.9537,0.082617,71.2633
2.95565,0.082919,71.4715
2.95742,0.083179,71.6605
2.95902,0.083405,71.8279
2.96046,0.084043,71.9759
2.96176,0.084628,72.1076
2.96293,0.085157,72.2253
2.96399,0.085635,72.3308
2.96494,0.086067,72.4254
2.96579,0.086458,72.5102
2.96656,0.086811,72.5862
2.96726,0.08713,72.6546
2.96789,0.08742,72.7161
2.96846,0.087684,72.7717
2.96899,0.087924,72.822
2.96946,0.088142,72.8676
2.96989,0.088341,72.9088
2.97029,0.088522,72.9461
2.97064,0.088685,72.9796
2.97086,0.088788,73.0011
2.97108,0.088888,73.0217
2.97128,0.088981,73.0409
2.97146,0.089067,73.0584
2.97164,0.089147,73.0746
2.9718,0.089221,73.0897
2.97195,0.089293,73.1041
2.9721,0.089363,73.1182
2.97225,0.089434,73.1324
2.97241,0.089507,73.147
2.97258,0.089584,73.1623
2.97275,0.089666,73.1786
2.97295,0.089758,73.1965
2.97318,0.089861,73.2166
2.97343,0.089981,73.2398
2.97373,0.090119,73.2662
2.97409,0.090281,73.2972
2.97451,0.090478,73.3344
2.97504,0.090721,73.38
2.97572,0.091029,73.4377
2.9766,0.091434,73.5137
2.97781,0.091987,73.6193
2.97926,0.092651,73.7445
2.98074,0.093321,73.8392
2.98205,0.093916,73.8841
2.98311,0.094392,73.9021
2.98441,0.094977,73.9271
2.98628,0.095809,73.9698
2.98903,0.097023,74.027
2.99206,0.098345,74.0211
2.99484,0.099536,74.0431
2.99743,0.100633,74.0667
2.99989,0.101657,74.0639
3.00215,0.102584,74.026
3.00318,0.103002,74.0154
3.00463,0.103586,74.004
3.00738,0.104687,73.9833
3.01059,0.105953,73.9592
3.0135,0.107099,73.9381
3.01617,0.108149,73.9146
3.01881,0.109185,73.8887
3.0212,0.110124,73.8618
3.024,0.111228,73.8158
3.02684,0.113267,73.7608
3.02957,0.11526,73.697
3.0322,0.117153,73.6245
3.03351,0.118082,73.601
3.0337,0.118212,73.5851
3.03386,0.118322,73.5758
3.03424,0.118587,73.5608
3.03532,0.119341,73.5246
3.03802,0.121212,73.4334
3.04128,0.124325,73.3083
3.04413,0.125894,73.1777
3.04652,0.127174,73.053
3.04876,0.128348,72.9237
3.05104,0.129697,72.7939
3.05348,0.131212,72.655
3.05606,0.13322,72.5025
3.0586,0.13521,72.3309
3.06082,0.136932,72.1624
3.06306,0.139144,71.972
3.06538,0.141344,71.7739
3.06781,0.142122,71.5603
3.07034,0.143956,71.3306
3.07278,0.145663,71.1057
3.07522,0.147299,70.8298
3.0776,0.148833,70.6088
3.07998,0.150553,70.385
3.08243,0.152362,70.1615
3.08496,0.154227,69.897
3.08756,0.156411,69.6796
3.09024,0.158662,69.4531
3.0924,0.160274,69.2525
3.09494,0.162031,69.0144
3.09713,0.163386,68.8085
3.099,0.163795,68.6298
3.10087,0.164953,68.422
3.10308,0.166273,68.2168
3.10591,0.167886,67.9547
3.10916,0.169642,67.6564
3.11258,0.17138,67.3452
3.11373,0.17198,67.2059
3.11467,0.172464,67.0765
3.11646,0.173332,66.9278
3.11907,0.174516,66.7094
3.12171,0.175631,66.487
3.12432,0.176651,66.2686
3.12694,0.176365,66.0446
3.12949,0.177678,65.8513
3.13215,0.178868,65.6709
3.13324,0.179361,65.6418
3.13402,0.179694,65.6152
3.1353,0.180278,65.5458
3.13733,0.181145,65.4192
3.1405,0.182443,65.2188
3.14472,0.184014,65.0048
3.14931,0.185486,64.688
3.15394,0.187021,64.4883
3.1602,0.188684,64.352
3.16516,0.18967,64.1792
3.17133,0.190497,64.0953
3.17655,0.184063,64.0283
3.18271,0.183808,64.0512
3.1892,0.182768,64.158
3.19574,0.181456,64.3506
3.20078,0.180207,64.551
3.20515,0.178963,64.8143
3.20912,0.177703,65.0245
3.21285,0.176306,65.2612
3.21647,0.17481,65.5035
3.22007,0.173177,65.7684
3.22397,0.171249,66.0676
3.22816,0.169002,66.4137
3.23237,0.166573,66.791
3.23619,0.16422,67.1691
3.23842,0.162769,67.3651
3.23911,0.162291,67.4326
3.23979,0.161828,67.5
3.24161,0.1606,67.6676
3.24447,0.158632,67.917
3.24771,0.156319,68.229
3.25036,0.154354,68.5037
3.25368,0.151808,68.8106
3.25648,0.149597,69.0918
3.25974,0.146933,69.4135
3.26308,0.144123,69.7424
3.26659,0.141082,70.072
3.26988,0.138159,70.3856
3.27325,0.135101,70.6952
3.27699,0.131645,71.0272
3.28055,0.128301,71.3307
3.28394,0.125083,71.6009
3.28685,0.122272,71.7964
3.28935,0.119866,71.9344
3.29209,0.117218,72.067
3.29444,0.114965,72.178
3.29707,0.113337,72.2826
3.29954,0.112301,72.3625
3.3019,0.111276,72.4282
3.30498,0.109848,72.5031
3.30822,0.109895,72.5717
3.3111,0.107867,72.6264
3.31361,0.106098,72.6705
3.31593,0.104566,72.6971
3.31831,0.103598,72.7067
3.3207,0.102617,72.7043
3.32272,0.101771,72.6919
3.32456,0.101005,72.6696
3.32543,0.100599,72.6417
3.3265,0.100154,72.6056
3.32844,0.099462,72.5297
3.33058,0.098737,72.424
3.33283,0.098015,72.3047
3.3354,0.097571,72.1571
3.33836,0.097063,71.9819
3.34098,0.096576,71.7989
3.34323,0.096106,71.6552
3.3454,0.095608,71.5087
3.34774,0.095023,71.3522
3.35044,0.09428,71.1707
3.35274,0.093581,70.9636
3.35458,0.092984,70.8559
3.35626,0.092405,70.7519
3.35807,0.091745,70.6369
3.36018,0.090923,70.5049
3.3627,0.08987,70.3094
3.36448,0.08909,70.1985
3.36616,0.088315,70.0704
3.36778,0.087872,69.9349
3.36914,0.08767,69.8044
3.37045,0.087449,69.671
3.37187,0.087182,69.5243
3.37354,0.086839,69.3976
3.37558,0.086378,69.2414
3.37721,0.085966,69.0993
3.37893,0.085501,68.9569
3.38079,0.08496,68.7806
3.38273,0.084355,68.6081
3.38469,0.083694,68.4557
3.38625,0.083125,68.3167
3.38827,0.082357,68.1328
3.39046,0.08147,67.9385
3.39254,0.080571,67.7437
3.39429,0.079771,67.582
3.39603,0.078941,67.4229
3.39747,0.07836,67.2864
3.39893,0.078143,67.1553
3.40053,0.07788,67.0499
3.40242,0.07754,66.8908
3.40435,0.077161,66.7165
3.40614,0.07678,66.5376
3.40789,0.076379,66.3668
3.40878,0.076166,66.2868
3.40978,0.075919,66.1898
3.41123,0.075541,66.0755
3.41331,0.07497,65.8781
3.41607,0.074154,65.6323
3.41876,0.073617,65.41
3.42128,0.07388,65.2144
3.42372,0.074112,65.0095
3.4262,0.074319,64.839
3.42944,0.074537,64.6007
3.43261,0.074691,64.3937
3.43459,0.074869,64.2928
3.43636,0.075407,64.1697
3.43882,0.0761,64.0177
3.44203,0.076931,63.8382
3.44565,0.077792,63.6525
3.44965,0.078638,63.4743
3.45413,0.079454,63.1681
3.45933,0.080175,62.9707
3.46456,0.08067,62.7365
3.46819,0.080873,62.6225
3.47228,0.080976,62.5417
3.47318,0.080994,62.5127
3.47365,0.081008,62.5385
3.47407,0.081021,62.5268
3.47474,0.08103,62.4946
3.47613,0.081023,62.439
3.47804,0.080984,62.3693
3.47962,0.080941,62.3049
3.48125,0.080879,62.2437
3.48178,0.080887,62.2458
3.48209,0.080909,62.2202
3.48249,0.080922,62.1742
3.48369,0.080865,62.052
3.48455,0.080831,61.9671
3.48506,0.080828,61.9108
3.48536,0.080844,61.8692
3.48556,0.080868,61.8319
3.48573,0.080894,61.7912
3.48589,0.080921,61.7403
3.48597,0.080954,61.6995
3.48599,0.080991,61.6482
3.48602,0.081027,61.6168
3.48607,0.081059,61.5216
3.48608,0.081095,61.5393
3.48609,0.08113,61.5467
3.4861,0.081163,61.5451
3.48612,0.081196,61.5341
3.48615,0.081225,61.5075
3.48623,0.081251,61.475
3.4864,0.081269,61.3871
3.4866,0.08129,61.2884
3.48678,0.081325,61.1749
3.4869,0.081373,61.0715
3.48697,0.081424,60.9698
3.48699,0.081468,60.8957
3.48701,0.08151,60.8435
3.48703,0.081556,60.7856
3.48705,0.081604,60.7336
3.48706,0.081647,60.6837
3.48707,0.081687,60.6285
3.48708,0.08173,60.5952
3.48708,0.081773,60.5445
3.48708,0.081809,60.5128
3.48709,0.081842,60.4768
3.48709,0.08188,60.4263
3.4871,0.081929,60.3692
3.4871,0.082002,60.2964
3.48711,0.082073,60.2627
3.48712,0.082103,60.2702
3.48714,0.082136,60.2679
3.48715,0.082171,60.2531
3.48717,0.082212,60.2265
3.48719,0.082248,60.2478
3.4872,0.082281,60.2412
3.48721,0.082311,60.2479
3.48722,0.082342,60.2302
3.48723,0.08237,60.1901
3.48724,0.082395,60.1544
3.48724,0.082417,60.1097
3.48724,0.082437,60.0525
3.48724,0.082456,59.9921
3.48725,0.082474,59.9311
3.48725,0.082524,59.7311
3.48725,0.082586,59.5901
