"Time","max height (stats)","max volume (stats)"
3.13332,0.18434501,67.118538
3.13447,0.184818,67.120255
3.13539,0.185187,67.072701
3.13664,0.185684,67.001396
3.13889,0.18653101,66.867416
3.14179,0.187539,66.703468
3.1452,0.188609,66.543045
3.14966,0.18982799,66.302773
3.15496,0.190981,66.17646
3.16134,0.19202501,66.068489
3.17049,0.192899,65.955933
3.17578,0.193096,65.984978
3.18179,0.19303399,66.037468
3.18867,0.192572,66.151337
3.1944,0.186721,66.308105
3.19544,0.186545,66.374603
3.19588,0.186463,66.409904
3.1962,0.18638299,66.430969
3.19642,0.18632901,66.440727
3.19653,0.186307,66.434334
3.19659,0.186298,66.427658
3.19663,0.186294,66.42205
3.19668,0.18629099,66.417427
3.19677,0.18628,66.408089
3.197,0.186248,66.40358
3.1978,0.186129,66.419403
3.20034,0.185707,66.498314
3.20438,0.184893,66.652283
3.20888,0.18378299,66.842621
3.21271,0.18267199,67.040283
3.21606,0.181575,67.233589
3.21907,0.180493,67.416451
3.22181,0.17941999,67.58947
3.22438,0.17834599,67.724709
3.22683,0.17726,67.889381
3.22904,0.17622501,68.041092
3.23105,0.17524201,68.184479
3.23288,0.174311,68.318619
3.23456,0.173567,68.465218
3.23612,0.172859,68.591042
3.23758,0.172171,68.707024
3.23897,0.171496,68.820206
3.24032,0.17082199,68.93103
3.24166,0.17014,69.040657
3.24299,0.169439,69.113731
3.24433,0.168718,69.225746
3.24569,0.167969,69.339935
3.24709,0.16718,69.473923
3.24816,0.166568,69.570076
3.24899,0.166077,69.639862
3.24963,0.16569901,69.698563
3.25012,0.16540299,69.742905
3.25051,0.165158,69.778786
3.25086,0.164937,69.810165
3.25121,0.16471501,69.840912
3.2516,0.16446801,69.874619
3.25206,0.164175,69.914467
3.25262,0.163818,69.938339
3.25332,0.16337501,70.002434
3.2542,0.16281,70.084023
3.25535,0.162073,70.191826
3.25687,0.16108499,70.334587
3.25893,0.159721,70.536392
3.26176,0.15778001,70.833092
3.26497,0.155489,71.160065
3.26808,0.15317599,71.459351
3.26978,0.151867,71.627106
3.2704,0.151373,71.680092
3.27099,0.15090001,71.727737
3.27155,0.15044799,71.757683
3.27234,0.14981601,71.814194
3.27326,0.14906099,71.888512
3.27427,0.14823399,71.972862
3.27539,0.14729901,72.070465
3.27674,0.146152,72.190926
3.27852,0.14462399,72.350876
3.2803,0.143053,72.507065
3.28241,0.14113399,72.696533
3.28469,0.138998,72.895309
3.28558,0.138143,72.957756
3.28641,0.137329,73.008186
3.28747,0.136279,73.068489
3.28899,0.134746,73.153236
3.29129,0.132367,73.262993
3.29367,0.12981699,73.33622
3.29588,0.12736,73.38578
3.29802,0.124905,73.418365
3.30029,0.125054,73.44635
3.30277,0.119245,73.450302
3.3057,0.117977,73.464165
3.30908,0.119219,73.508789
3.31285,0.120218,73.566032
3.31632,0.120775,73.626122
3.3196,0.120976,73.684723
3.32281,0.120859,73.735085
3.32588,0.120437,73.770714
3.32927,0.119708,73.791336
3.33263,0.103627,73.77858
3.33595,0.101389,73.764854
3.33923,0.099021003,73.743515
3.34232,0.096663997,73.724648
3.34514,0.095904,73.700089
3.34805,0.095078997,73.672646
3.35094,0.094210997,73.63871
3.35346,0.093431003,73.599541
3.35571,0.092707999,73.557281
3.35787,0.091991998,73.507164
3.3599,0.091293,73.435883
3.36163,0.090691999,73.344109
3.36309,0.090176001,73.232262
3.36463,0.089616001,73.08783
3.36647,0.088914998,72.911346
3.36834,0.088187002,72.743408
3.37008,0.087491997,72.591644
3.37173,0.087094001,72.443436
3.37334,0.086708002,72.302704
3.37493,0.086305,72.156662
3.37655,0.085873999,72.004662
3.37819,0.085412003,71.790459
3.37995,0.084898002,71.613258
3.38191,0.084294997,71.413345
3.38365,0.083734997,71.231216
3.38524,0.083205,71.07299
3.38673,0.082689002,70.928253
3.3882,0.082170002,70.76799
3.38969,0.081629001,70.606873
3.39125,0.081049003,70.432655
3.39293,0.080412999,70.241478
3.39478,0.079700999,69.998611
3.39615,0.079159997,69.857964
3.39797,0.078438997,69.657402
3.40014,0.077569,69.43264
3.4024,0.07666,69.178825
3.4038,0.076108001,69.031197
3.4058,0.075384997,68.790993
3.40788,0.075342998,68.53022
3.41001,0.075359002,68.278923
3.41209,0.075369,68.033905
3.41443,0.075368002,67.782288
3.41689,0.076117001,67.5382
3.4192,0.076857999,67.293121
3.42126,0.077463999,67.146553
3.42277,0.077863999,66.994064
3.42412,0.078193001,66.896683
3.42507,0.078405999,66.797638
3.4257,0.078538001,66.802536
3.42646,0.078693002,66.710709
3.42714,0.078826003,66.631958
3.42784,0.078955002,66.550117
3.42861,0.079092003,66.460869
3.42952,0.079245001,66.359726
3.43066,0.079424001,66.250511
3.4316,0.079558,66.159004
3.43333,0.079781003,66.015099
3.43466,0.079925001,65.898697
3.43691,0.080126002,65.726883
3.43947,0.080279,65.503227
3.44189,0.080351003,65.321114
3.4456,0.080334999,65.03038
3.44786,0.080239996,64.939339
3.44894,0.080164999,64.903053
3.44946,0.080117002,64.806213
3.45005,0.080063999,64.797195
3.45135,0.079948999,64.751373
3.45511,0.079524003,64.506882
3.45763,0.079139002,64.43454
3.46025,0.078654997,64.364403
3.46495,0.078772001,64.314735
3.47118,0.082117997,64.008743
3.47567,0.084370002,63.932796
3.48034,0.086528003,63.856606
3.48396,0.088050999,63.801544
3.4871,0.089258999,63.739975
3.48979,0.090209998,63.675816
3.4924,0.091062002,63.613331
3.4936,0.091420002,63.568581
3.49396,0.091518,63.546562
3.49409,0.091542996,63.541313
3.49444,0.091636002,63.475166
3.49562,0.091963999,63.452103
3.49758,0.092482001,63.418995
3.50214,0.093557999,63.385559
3.50736,0.094526999,63.437656
3.51166,0.095110998,63.363583
3.51609,0.092160001,63.403309
3.52009,0.095050998,63.588593
3.52379,0.09183,63.658588
3.52729,0.093323,63.808399
3.53063,0.094627,63.951614
3.53384,0.095781997,64.0998
3.53695,0.096809,64.257439
3.53998,0.097727999,64.426285
3.54294,0.098558001,64.601768
3.54668,0.099517003,64.842918
3.55045,0.100394,65.054474
3.55427,0.101158,65.337875
3.55789,0.101772,65.624718
3.56154,0.102267,65.933792
3.56455,0.102586,66.188728
3.56743,0.102813,66.422272
3.56977,0.102947,66.604408
3.5717,0.103026,66.742447
3.57339,0.103073,66.852562
3.57494,0.103096,66.943756
3.5764,0.1031,67.021072
3.57781,0.103088,67.089424
3.57918,0.103057,67.153336
3.58056,0.103005,67.217018
3.58198,0.102928,67.284088
3.58349,0.102815,67.357323
3.58513,0.102656,67.438324
3.58694,0.102434,67.527077
3.58896,0.102126,67.62973
3.59075,0.102322,67.703224
3.59242,0.10294,67.751541
3.59373,0.103408,67.750168
3.59461,0.103714,67.74012
3.59503,0.103863,67.737045
3.59521,0.10393,67.719345
3.59545,0.104016,67.701591
3.59588,0.104164,67.68309
3.59625,0.104293,67.665703
3.59642,0.104352,67.638733
3.59673,0.104459,67.575294
3.59713,0.104595,67.558578
3.5976,0.104756,67.538124
3.59814,0.104937,67.496117
3.59878,0.105137,67.514282
3.59955,0.105371,67.540443
3.6005,0.105651,67.572083
3.60124,0.105864,67.582527
3.60227,0.106152,67.607224
3.60365,0.106521,67.648888
3.60544,0.106972,67.705589
3.60704,0.107354,67.748367
3.60885,0.107756,67.791191
3.61035,0.108066,67.818428
3.61166,0.108321,67.831528
3.61301,0.108568,67.845802
3.61479,0.108864,67.849281
3.61684,0.111164,67.862473
3.61795,0.112439,67.910561
3.61978,0.114454,67.908272
3.62242,0.117233,67.934891
