"Time","max height (stats)","max volume (stats)"
0.001,0.1,77.0333
0.002,0.1,77.0333
0.003,0.1,77.0333
0.004,0.1,77.0333
0.005,0.1,77.0333
0.012271,0.1,77.0333
0.032271,0.1,77.0333
0.052271,0.1,77.0333
0.072271,0.1,77.0333
0.092271,0.1,77.0333
0.112271,0.1,77.0333
0.132271,0.1,77.0333
0.152271,0.1,77.0333
0.172271,0.1,77.0333
0.192271,0.1,77.0333
0.212271,0.1,77.0333
0.232271,0.1,77.0333
0.252271,0.1,77.0333
0.272271,0.1,77.0333
0.292271,0.1,77.0333
0.312271,0.099941,77.0334
0.332271,0.099579,77.0325
0.352271,0.098936,77.0274
0.372271,0.098092,77.0176
0.392271,0.097182,77.0086
0.412271,0.096291,77.0089
0.432271,0.095506,77.0225
0.452271,0.094956,77.0454
0.472271,0.094728,77.069
0.492271,0.095132,77.0857
0.512271,0.095908,77.0906
0.532271,0.097127,77.0807
0.552271,0.09875,77.0551
0.572271,0.100557,77.014
0.592271,0.102471,76.9598
0.612271,0.104454,76.8973
0.632271,0.106417,76.8322
0.652271,0.108346,76.7709
0.672271,0.110116,76.7193
0.692271,0.111661,76.6819
0.712271,0.112907,76.6625
0.732271,0.113683,76.6637
0.752271,0.113868,76.6874
0.772271,0.113379,76.7318
0.792271,0.112238,76.7923
0.812271,0.110506,76.8612
0.827504,0.108845,76.9131
0.840043,0.107255,76.9515
0.851213,0.105706,76.9799
0.861539,0.104175,76.9986
0.871387,0.102645,77.0092
0.881004,0.101045,77.0118
0.890579,0.099487,77.0061
0.90028,0.097902,76.9915
0.910273,0.096276,76.9669
0.920742,0.094513,76.9308
0.931911,0.092764,76.88
0.943439,0.091036,76.8159
0.954903,0.089417,76.7418
0.966589,0.087885,76.6596
0.978817,0.086429,76.5706
0.992426,0.085046,76.4757
1.00843,0.083647,76.3875
1.02801,0.082453,76.3288
1.04801,0.081823,76.3458
1.06801,0.081874,76.4474
1.08801,0.082661,76.6231
1.10382,0.083871,76.7936
1.1167,0.085273,76.9354
