0 0 0 0 0 -0.00318348 0 0.00058013
0.01 0 0 0 0 -0.00310669 0 0.000548627
0.02 0 0 0 0 -0.00300546 0 0.000518014
0.03 0 0 0 0 -0.0028763 0 0.000488539
0.04 0 0 0 0 -0.00271922 0 0.000460453
0.05 0 0 0 0 -0.00254469 0 0.000434011
0.06 0 0 0 0 -0.00234223 0 0.000409458
0.07 0 0 0 0 -0.00211534 0 0.000387044
0.08 0 0 0 0 -0.00186052 0 0.000367018
0.09 0 0 0 0 -0.0015865 0 0.000349635
0.1 0 0 0 0 -0.00128177 0 0.000335137
0.11 0 0 0 0 -0.000955742 0 0.00032378
0.12 0 0 0 0 -0.00060144 0 0.000315809
0.13 0 0 0 0 -0.0002241 0 0.000311479
0.14 0 0 0 0 0.000186052 0 0.000311054
0.15 0 0 0 0 0.000634602 0 0.000314907
0.16 0 0 0 0 0.00112644 0 0.000323433
0.17 0 0 0 0 0.00164864 0 0.000337033
0.18 0 0 0 0 0.00210138 0 0.000355625
0.19 0 0 0 0 0.00246091 0 0.000378328
0.2 0 0 0 0 0.0027262 0 0.000404183
0.21 0 0 0 0 0.00289027 0 0.000432241
0.22 0 0 0 0 0.00296357 0 0.000461545
0.23 0 0 0 0 0.00293913 0 0.000491136
0.24 0 0 0 0 0.00297055 0 0.000520356
0.25 0 0 0 0 0.00343481 0 0.000551768
0.26 0 0 0 0 0.00436332 0 0.000589921
0.27 0 0 0 0 0.00574562 0 0.000639401
0.28 0 0 0 0 0.00738274 0 0.000704293
0.29 0 0 0 0 0.00890118 0 0.00078506
0.3 0 0 0 0 0.0103044 0 0.000880508
0.31 0 0 0 0 0.011589 0 0.000989455
0.32 0 0 0 0 0.0127584 0 0.0011107
0.33 0 0 0 0 0.0138021 0 0.00124306
0.34 0 0 0 0 0.0148248 0 0.00138546
0.35 0 0 0 0 0.0163642 0 0.00154012
0.36 0 0 0 0 0.018504 0 0.00171288
0.37 0 0 0 0 0.0212476 0 0.00190976
0.38 0 0 0 0 0.0204029 0 0.00212549
0.39 0 0 0 0 0.0165876 0 0.00231217
0.4 0 0 0 0 0.0130027 0 0.00246173
0.41 0 0 0 0 0.00963422 0 0.00257649
0.42 0 0 0 0 0.00652404 0 0.00265869
0.43 0 0 0 0 0.00361981 0 0.0027107
0.44 0 0 0 0 0.000586431 0 0.00273364
0.45 0 0 0 0 -0.00298102 0 0.0027238
0.46 0 0 0 0 -0.00705811 0 0.00267612
0.47 0 0 0 0 -0.011774 0 0.00258536
0.48 0 0 0 0 -0.0182527 0 0.00244015
0.49 0 0 0 0 -0.024843 0 0.00222703
0.5 0 0 0 0 -0.0303024 0 0.00195309
0.51 0 0 0 0 -0.0346273 0 0.00162969
0.52 0 0 0 0 -0.0378108 0 0.00126818
0.53 0 0 0 0 -0.0398703 0 0.000879932
0.54 0 0 0 0 -0.0411304 0 0.000474995
0.55 0 0 0 0 -0.0417402 0 6.03887e-05
0.56 0 0 0 0 -0.0418111 0 -0.000357475
0.57 0 0 0 0 -0.0422614 0 -0.000776937
0.58 0 0 0 0 -0.0435669 0 -0.0012047
0.59 0 0 0 0 -0.0457556 0 -0.00164951
0.6 0 0 0 0 -0.0486912 0 -0.00212013
0.61 0 0 0 0 -0.047089 0 -0.00260582
0.62 0 0 0 0 -0.0391652 0 -0.00304347
0.63 0 0 0 0 -0.0325399 0 -0.00340302
0.64 0 0 0 0 -0.0287979 0 -0.00370931
0.65 0 0 0 0 -0.0264243 0 -0.00398738
0.66 0 0 0 0 -0.0228289 0 -0.00423654
0.67 0 0 0 0 -0.0181165 0 -0.00444493
0.68 0 0 0 0 -0.0122173 0 -0.00460062
0.69 0 0 0 0 -0.00509636 0 -0.00469169
0.7 0 0 0 0 0.00321141 0 -0.00470635
0.71 0 0 0 0 0.0126362 0 -0.00463287
0.72 0 0 0 0 0.0238761 0 -0.00445834
0.73 0 0 0 0 0.0354302 0 -0.00416551
0.74 0 0 0 0 0.0442266 0 -0.00376921
0.75 0 0 0 0 0.0503248 0 -0.00329709
0.76 0 0 0 0 0.053613 0 -0.00277673
0.77 0 0 0 0 0.0549988 0 -0.00223521
0.78 0 0 0 0 0.0604652 0 -0.00165514
0.79 0 0 0 0 0.0604442 0 -0.00105441
0.8 0 0 0 0 0.0635719 0 -0.000437177
0.81 0 0 0 0 0.0682459 0 0.000218277
0.82 0 0 0 0 0.0744697 0 0.000927457
0.83 0 0 0 0 0.0818525 0 0.00170565
0.84 0 0 0 0 0.083884 0 0.00253957
0.85 0 0 0 0 0.0782291 0 0.00335919
0.86 0 0 0 0 0.0657291 0 0.00408857
0.87 0 0 0 0 0.0532325 0 0.00468823
0.88 0 0 0 0 0.0424115 0 0.00517057
0.89 0 0 0 0 0.0332311 0 0.00555217
0.9 0 0 0 0 0.0251327 0 0.00584846
0.91 0 0 0 0 0.0162665 0 0.00606066
0.92 0 0 0 0 0.00638791 0 0.00617969
0.93 0 0 0 0 -0.00436332 0 0.00619616
0.94 0 0 0 0 -0.0160919 0 0.00610076
0.95 0 0 0 0 -0.0286932 0 0.00588406
0.96 0 0 0 0 -0.0403171 0 0.00553999
0.97 0 0 0 0 -0.0475777 0 0.00510463
0.98 0 0 0 0 -0.0554317 0 0.00459416
0.99 0 0 0 0 -0.063914 0 0.00400214
1 0 0 0 0 -0.0737925 0 0.00332081
1.01 0 0 0 0 -0.085741 0 0.00253019
1.02 0 0 0 0 -0.0959512 0 0.00162388
1.03 0 0 0 0 -0.102566 0 0.000631638
1.04 0 0 0 0 -0.105585 0 -0.000410564
1.05 0 0 0 0 -0.105006 0 -0.00146678
1.06 0 0 0 0 -0.100842 0 -0.00250105
1.07 0 0 0 0 -0.0978885 0 -0.00348953
1.08 0 0 0 0 -0.0953299 0 -0.00446019
1.09 0 0 0 0 -0.093026 0 -0.00539384
1.1 0 0 0 0 -0.103184 0 -0.00637342
1.11 0 0 0 0 -0.101229 0 -0.00740833
1.12 0 0 0 0 -0.0850673 0 -0.00835943
1.13 0 0 0 0 -0.0641932 0 -0.00911393
1.14 0 0 0 0 -0.0456927 0 -0.00967042
1.15 0 0 0 0 -0.0296706 0 -0.0100531
1.16 0 0 0 0 -0.0168599 0 -0.0102853
1.17 0 0 0 0 -0.000558505 0 -0.0103733
1.18 0 0 0 0 0.0135438 0 -0.010309
1.19 0 0 0 0 0.0316603 0 -0.0100841
1.2 0 0 0 0 0.0472286 0 -0.00969021
1.21 0 0 0 0 0.0671952 0 -0.00911893
1.22 0 0 0 0 0.079203 0 -0.00837999
1.23 0 0 0 0 0.0880693 0 -0.007552
1.24 0 0 0 0 0.107582 0 -0.00658296
1.25 0 0 0 0 0.13097 0 -0.00536902
1.26 0 0 0 0 0.134565 0 -0.00403695
1.27 0 0 0 0 0.138094 0 -0.00267743
1.28 0 0 0 0 0.142873 0 -0.00127459
1.29 0 0 0 0 0.146781 0 0.00017285
1.3 0 0 0 0 0.147013 0 0.00164572
1.31 0 0 0 0 0.142904 0 0.0030992
1.32 0 0 0 0 0.148039 0 0.00453845
1.33 0 0 0 0 0.151146 0 0.00605301
1.34 0 0 0 0 0.129224 0 0.00748666
1.35 0 0 0 0 0.102276 0 0.00863917
1.36 0 0 0 0 0.092293 0 0.00961858
1.37 0 0 0 0 0.071 0 0.0104405
1.38 0 0 0 0 0.0551524 0 0.011078
1.39 0 0 0 0 0.0404218 0 0.0115621
1.4 0 0 0 0 0.0267734 0 0.011904
1.41 0 0 0 0 0.0155334 0 0.0121149
1.42 0 0 0 0 0.000383972 0 0.0121999
1.43 0 0 0 0 -0.0171042 0 0.0121199
1.44 0 0 0 0 -0.0447153 0 0.0118165
1.45 0 0 0 0 -0.0699528 0 0.0112439
1.46 0 0 0 0 -0.10259 0 0.0103828
1.47 0 0 0 0 -0.129608 0 0.00921942
1.48 0 0 0 0 -0.153345 0 0.00779373
1.49 0 0 0 0 -0.165562 0 0.00619899
1.5 0 0 0 0 -0.182911 0 0.0044485
1.51 0 0 0 0 -0.174138 0 0.0026364
1.52 0 0 0 0 -0.167468 0 0.000932805
1.53 0 0 0 0 -0.150755 0 -0.000688197
1.54 0 0 0 0 -0.116302 0 -0.00202568
1.55 0 0 0 0 -0.119384 0 -0.00316706
1.56 0 0 0 0 -0.146224 0 -0.00449387
1.57 0 0 0 0 -0.150133 0 -0.0059943
1.58 0 0 0 0 -0.156661 0 -0.00750237
1.59 0 0 0 0 -0.178268 0 -0.00918106
1.6 0 0 0 0 -0.161443 0 -0.0109249
1.61 0 0 0 0 -0.143955 0 -0.0124205
1.62 0 0 0 0 -0.12699 0 -0.0137986
1.63 0 0 0 0 -0.0920836 0 -0.0149256
1.64 0 0 0 0 -0.054175 0 -0.0156709
1.65 0 0 0 0 -0.0225497 0 -0.016065
1.66 0 0 0 0 0.00282743 0 -0.016171
1.67 0 0 0 0 0.0218864 0 -0.0160518
1.68 0 0 0 0 0.0352906 0 -0.0157647
1.69 0 0 0 0 0.049707 0 -0.0153377
1.7 0 0 0 0 0.0606676 0 -0.0147876
1.71 0 0 0 0 0.0856957 0 -0.0140589
1.72 0 0 0 0 0.101124 0 -0.0131196
1.73 0 0 0 0 0.112574 0 -0.012047
1.74 0 0 0 0 0.149959 0 -0.0108013
1.75 0 0 0 0 0.175057 0 -0.00905571
1.76 0 0 0 0 0.190939 0 -0.00722706
1.77 0 0 0 0 0.187623 0 -0.00531442
1.78 0 0 0 0 0.179552 0 -0.00349198
1.79 0 0 0 0 0.190251 0 -0.0016595
1.8 0 0 0 0 0.214025 0 0.000339283
1.81 0 0 0 0 0.236265 0 0.00260567
1.82 0 0 0 0 0.250315 0 0.00502285
1.83 0 0 0 0 0.256982 0 0.00758684
1.84 0 0 0 0 0.23726 0 0.0100719
1.85 0 0 0 0 0.213803 0 0.0123434
1.86 0 0 0 0 0.184865 0 0.0143545
1.87 0 0 0 0 0.156242 0 0.0160702
1.88 0 0 0 0 0.13069 0 0.01752
1.89 0 0 0 0 0.101543 0 0.0186986
1.9 0 0 0 0 0.076585 0 0.0195999
1.91 0 0 0 0 0.0484503 0 0.0202432
1.92 0 0 0 0 0.0163363 0 0.0205842
1.93 0 0 0 0 -0.0115541 0 0.0206068
1.94 0 0 0 0 -0.0431445 0 0.020331
1.95 0 0 0 0 -0.0670206 0 0.0197787
1.96 0 0 0 0 -0.0938987 0 0.0189723
1.97 0 0 0 0 -0.118403 0 0.0179145
1.98 0 0 0 0 -0.15865 0 0.0165495
1.99 0 0 0 0 -0.201341 0 0.0147126
2 0 0 0 0 -0.211988 0 0.0126984
2.01 0 0 0 0 -0.276041 0 0.0103336
2.02 0 0 0 0 -0.273947 0 0.00750034
2.03 0 0 0 0 -0.340618 0 0.00435219
2.04 0 0 0 0 -0.27135 0 0.00143118
2.05 0 0 0 0 -0.248776 0 -0.001266
2.06 0 0 0 0 -0.305607 0 -0.00399806
2.07 0 0 0 0 -0.30833 0 -0.00710241
2.08 0 0 0 0 -0.297858 0 -0.0101281
2.09 0 0 0 0 -0.263754 0 -0.0129262
2.1 0 0 0 0 -0.263649 0 -0.0155505
2.11 0 0 0 0 -0.269304 0 -0.018218
2.12 0 0 0 0 -0.248744 0 -0.0208848
2.13 0 0 0 0 -0.158301 0 -0.0229411
2.14 0 0 0 0 -0.130795 0 -0.0244029
2.15 0 0 0 0 -0.106256 0 -0.0255967
2.16 0 0 0 0 -0.0823097 0 -0.0265638
2.17 0 0 0 0 -0.045588 0 -0.0271871
2.18 0 0 0 0 -0.0527438 0 -0.0276518
2.19 0 0 0 0 -0.0376991 0 -0.0281503
2.2 0 0 0 0 0.0232129 0 -0.0282914
2.21 0 0 0 0 0.0950506 0 -0.027715
2.22 0 0 0 0 0.141162 0 -0.026537
2.23 0 0 0 0 0.172508 0 -0.0249797
2.24 0 0 0 0 0.201167 0 -0.0231366
2.25 0 0 0 0 0.217084 0 -0.0210371
2.26 0 0 0 0 0.243089 0 -0.018745
2.27 0 0 0 0 0.283197 0 -0.0161648
2.28 0 0 0 0 0.306061 0 -0.0131381
2.29 0 0 0 0 0.355838 0 -0.00993794
2.3 0 0 0 0 0.344703 0 -0.00640075
2.31 0 0 0 0 0.334831 0 -0.00307604
2.32 0 0 0 0 0.419685 0 0.000793688
2.33 0 0 0 0 0.427466 0 0.00499457
2.34 0 0 0 0 0.404323 0 0.00920141
2.35 0 0 0 0 0.348926 0 0.0129607
2.36 0 0 0 0 0.388406 0 0.0166942
2.37 0 0 0 0 0.39057 0 0.0205316
2.38 0 0 0 0 0.336918 0 0.0242012
2.39 0 0 0 0 0.334824 0 0.0275935
2.4 0 0 0 0 0.233176 0 0.0305137
2.41 0 0 0 0 0.103463 0 0.0322556
2.42 0 0 0 0 0.147794 0 0.033626
2.43 0 0 0 0 0.132296 0 0.0349914
2.44 0 0 0 0 0.117635 0 0.0362889
2.45 0 0 0 0 0.0938987 0 0.0373553
2.46 0 0 0 0 0.0733038 0 0.0381986
2.47 0 0 0 0 0.0436332 0 0.0388186
2.48 0 0 0 0 -0.00942478 0 0.0390371
2.49 0 0 0 0 -0.0855211 0 0.0386158
