Time,Displacement Z Node 48
160.42,-4.29E-17
160.43,-4.34E-17
160.44,-4.36E-17
160.45,-4.35E-17
160.46,-4.38E-17
160.47,-4.40E-17
160.48,-4.43E-17
160.49,-4.48E-17
160.5,-4.52E-17
160.51,-4.54E-17
160.52,-4.55E-17
160.53,-4.53E-17
160.54,-4.49E-17
160.55,-4.46E-17
160.56,-4.46E-17
160.57,-4.50E-17
160.58,-4.56E-17
160.59,-4.60E-17
160.6,-4.64E-17
160.61,-4.63E-17
160.62,-4.58E-17
160.63,-4.56E-17
160.64,-4.56E-17
160.65,-4.57E-17
160.66,-4.59E-17
160.67,-4.61E-17
160.68,-4.60E-17
160.69,-4.57E-17
160.7,-4.49E-17
160.71,-4.41E-17
160.72,-4.39E-17
160.73,-4.41E-17
160.74,-4.39E-17
160.75,-4.32E-17
160.76,-4.26E-17
160.77,-4.23E-17
160.78,-4.19E-17
160.79,-4.17E-17
160.8,-4.17E-17
160.81,-4.18E-17
160.82,-4.15E-17
160.83,-4.11E-17
160.84,-4.11E-17
160.85,-4.14E-17
160.86,-4.17E-17
160.87,-4.18E-17
160.88,-4.19E-17
160.89,-4.21E-17
160.9,-4.18E-17
160.91,-4.11E-17
160.92,-4.08E-17
160.93,-4.08E-17
160.94,-4.08E-17
160.95,-4.11E-17
160.96,-4.13E-17
160.97,-4.10E-17
160.98,-4.06E-17
160.99,-4.06E-17
161,-4.04E-17
161.01,-4.04E-17
161.02,-4.09E-17
161.03,-4.13E-17
161.04,-4.15E-17
161.05,-4.20E-17
161.06,-4.28E-17
161.07,-4.35E-17
161.08,-4.39E-17
161.09,-4.40E-17
161.1,-4.46E-17
161.11,-4.53E-17
161.12,-4.53E-17
161.13,-4.48E-17
161.14,-4.46E-17
161.15,-4.50E-17
161.16,-4.55E-17
161.17,-4.57E-17
161.18,-4.55E-17
161.19,-4.55E-17
161.2,-4.52E-17
161.21,-4.47E-17
161.22,-4.45E-17
161.23,-4.44E-17
161.24,-4.39E-17
161.25,-4.35E-17
161.26,-4.35E-17
161.27,-4.37E-17
161.28,-4.40E-17
161.29,-4.41E-17
161.3,-4.41E-17
161.31,-4.40E-17
161.32,-4.38E-17
161.33,-4.36E-17
161.34,-4.31E-17
161.35,-4.28E-17
161.36,-4.26E-17
161.37,-4.19E-17
161.38,-4.11E-17
161.39,-4.10E-17
161.4,-4.09E-17
161.41,-4.05E-17
161.42,-4.04E-17
161.43,-4.02E-17
161.44,-3.97E-17
161.45,-3.93E-17
161.46,-3.88E-17
161.47,-3.83E-17
161.48,-3.82E-17
161.49,-3.80E-17
161.5,-3.79E-17
161.51,-3.82E-17
161.52,-3.83E-17
161.53,-3.80E-17
161.54,-3.77E-17
161.55,-3.75E-17
161.56,-3.77E-17
161.57,-3.82E-17
161.58,-3.83E-17
161.59,-3.79E-17
161.6,-3.75E-17
161.61,-3.71E-17
161.62,-3.70E-17
161.63,-3.76E-17
161.64,-3.80E-17
161.65,-3.84E-17
161.66,-3.88E-17
161.67,-3.89E-17
161.68,-3.87E-17
161.69,-3.85E-17
161.7,-3.85E-17
161.71,-3.85E-17
161.72,-3.85E-17
161.73,-3.87E-17
161.74,-3.90E-17
161.75,-3.92E-17
161.76,-3.96E-17
161.77,-4.00E-17
161.78,-3.98E-17
161.79,-3.96E-17
161.8,-3.97E-17
161.81,-3.94E-17
161.82,-3.88E-17
161.83,-3.85E-17
161.84,-3.83E-17
161.85,-3.81E-17
161.86,-3.81E-17
161.87,-3.83E-17
161.88,-3.83E-17
161.89,-3.85E-17
161.9,-3.87E-17
161.91,-3.84E-17
161.92,-3.78E-17
161.93,-3.75E-17
161.94,-3.72E-17
161.95,-3.67E-17
161.96,-3.62E-17
161.97,-3.59E-17
161.98,-3.58E-17
161.99,-3.58E-17
162,-3.56E-17
162.01,-3.54E-17
162.02,-3.47E-17
162.03,-3.39E-17
162.04,-3.33E-17
162.05,-3.27E-17
162.06,-3.18E-17
162.07,-3.12E-17
162.08,-3.12E-17
162.09,-3.16E-17
162.1,-3.18E-17
162.11,-3.17E-17
162.12,-3.13E-17
162.13,-3.11E-17
162.14,-3.10E-17
162.15,-3.06E-17
162.16,-3.01E-17
162.17,-2.96E-17
162.18,-2.92E-17
162.19,-2.91E-17
162.2,-2.93E-17
162.21,-2.95E-17
162.22,-2.94E-17
162.23,-2.91E-17
162.24,-2.87E-17
162.25,-2.87E-17
162.26,-2.91E-17
162.27,-2.92E-17
162.28,-2.90E-17
162.29,-2.87E-17
162.3,-2.86E-17
162.31,-2.87E-17
162.32,-2.88E-17
162.33,-2.93E-17
162.34,-2.99E-17
162.35,-3.02E-17
162.36,-3.06E-17
162.37,-3.09E-17
162.38,-3.08E-17
162.39,-3.07E-17
162.4,-3.07E-17
162.41,-3.07E-17
162.42,-3.08E-17
162.43,-3.09E-17
162.44,-3.09E-17
162.45,-3.10E-17
162.46,-3.09E-17
162.47,-3.10E-17
162.48,-3.11E-17
162.49,-3.10E-17
162.5,-3.12E-17
162.51,-3.13E-17
162.52,-3.07E-17
162.53,-2.99E-17
162.54,-2.95E-17
162.55,-2.96E-17
162.56,-2.97E-17
162.57,-2.96E-17
162.58,-2.94E-17
162.59,-2.91E-17
162.6,-2.90E-17
162.61,-2.84E-17
162.62,-2.77E-17
162.63,-2.77E-17
162.64,-2.83E-17
162.65,-2.85E-17
162.66,-2.81E-17
162.67,-2.76E-17
162.68,-2.76E-17
162.69,-2.76E-17
162.7,-2.72E-17
162.71,-2.66E-17
162.72,-2.62E-17
162.73,-2.61E-17
162.74,-2.62E-17
162.75,-2.58E-17
162.76,-2.51E-17
162.77,-2.47E-17
162.78,-2.43E-17
162.79,-2.37E-17
162.8,-2.35E-17
162.81,-2.35E-17
162.82,-2.30E-17
162.83,-2.24E-17
162.84,-2.19E-17
162.85,-2.18E-17
162.86,-2.26E-17
162.87,-2.35E-17
162.88,-2.37E-17
162.89,-2.37E-17
162.9,-2.39E-17
162.91,-2.44E-17
162.92,-2.47E-17
162.93,-2.50E-17
162.94,-2.51E-17
162.95,-2.50E-17
162.96,-2.50E-17
162.97,-2.52E-17
162.98,-2.53E-17
162.99,-2.54E-17
163,-2.54E-17
163.01,-2.54E-17
163.02,-2.57E-17
163.03,-2.60E-17
163.04,-2.56E-17
163.05,-2.47E-17
163.06,-2.40E-17
163.07,-2.40E-17
163.08,-2.47E-17
163.09,-2.55E-17
163.1,-2.63E-17
163.11,-2.70E-17
163.12,-2.73E-17
163.13,-2.74E-17
163.14,-2.75E-17
163.15,-2.76E-17
163.16,-2.80E-17
163.17,-2.87E-17
163.18,-2.89E-17
163.19,-2.89E-17
163.2,-2.91E-17
163.21,-2.90E-17
163.22,-2.87E-17
163.23,-2.86E-17
163.24,-2.88E-17
163.25,-2.90E-17
163.26,-2.87E-17
163.27,-2.80E-17
163.28,-2.74E-17
163.29,-2.70E-17
163.3,-2.67E-17
163.31,-2.67E-17
163.32,-2.68E-17
163.33,-2.70E-17
163.34,-2.75E-17
163.35,-2.78E-17
163.36,-2.79E-17
163.37,-2.82E-17
163.38,-2.83E-17
163.39,-2.85E-17
163.4,-2.86E-17
163.41,-2.83E-17
163.42,-2.83E-17
163.43,-2.85E-17
163.44,-2.80E-17
163.45,-2.75E-17
163.46,-2.71E-17
163.47,-2.65E-17
163.48,-2.65E-17
163.49,-2.68E-17
163.5,-2.66E-17
163.51,-2.63E-17
163.52,-2.62E-17
163.53,-2.60E-17
163.54,-2.65E-17
163.55,-2.70E-17
163.56,-2.74E-17
163.57,-2.82E-17
163.58,-2.86E-17
163.59,-2.86E-17
163.6,-2.90E-17
163.61,-2.95E-17
163.62,-3.02E-17
163.63,-3.11E-17
163.64,-3.14E-17
163.65,-3.16E-17
163.66,-3.19E-17
163.67,-3.19E-17
163.68,-3.17E-17
163.69,-3.19E-17
163.7,-3.24E-17
163.71,-3.30E-17
163.72,-3.32E-17
163.73,-3.32E-17
163.74,-3.33E-17
163.75,-3.33E-17
163.76,-3.34E-17
163.77,-3.40E-17
163.78,-3.49E-17
163.79,-3.57E-17
163.8,-3.61E-17
163.81,-3.60E-17
163.82,-3.58E-17
163.83,-3.56E-17
163.84,-3.56E-17
163.85,-3.64E-17
163.86,-3.73E-17
163.87,-3.76E-17
163.88,-3.76E-17
163.89,-3.76E-17
163.9,-3.76E-17
163.91,-3.82E-17
163.92,-3.85E-17
163.93,-3.82E-17
163.94,-3.78E-17
163.95,-3.75E-17
163.96,-3.71E-17
163.97,-3.70E-17
163.98,-3.74E-17
163.99,-3.78E-17
164,-3.81E-17
164.01,-3.83E-17
164.02,-3.85E-17
164.03,-3.84E-17
164.04,-3.82E-17
164.05,-3.80E-17
164.06,-3.79E-17
164.07,-3.76E-17
164.08,-3.76E-17
164.09,-3.80E-17
164.1,-3.83E-17
164.11,-3.81E-17
164.12,-3.78E-17
164.13,-3.77E-17
164.14,-3.78E-17
164.15,-3.76E-17
164.16,-3.74E-17
164.17,-3.77E-17
164.18,-3.79E-17
164.19,-3.79E-17
164.2,-3.81E-17
164.21,-3.88E-17
164.22,-3.95E-17
164.23,-4.01E-17
164.24,-4.07E-17
164.25,-4.11E-17
164.26,-4.14E-17
164.27,-4.17E-17
164.28,-4.20E-17
164.29,-4.20E-17
164.3,-4.19E-17
164.31,-4.24E-17
164.32,-4.33E-17
164.33,-4.39E-17
164.34,-4.41E-17
164.35,-4.43E-17
164.36,-4.44E-17
164.37,-4.46E-17
164.38,-4.50E-17
164.39,-4.51E-17
164.4,-4.49E-17
164.41,-4.48E-17
164.42,-4.50E-17
164.43,-4.53E-17
164.44,-4.56E-17
164.45,-4.58E-17
164.46,-4.63E-17
164.47,-4.71E-17
164.48,-4.79E-17
164.49,-4.83E-17
164.5,-4.84E-17
164.51,-4.85E-17
164.52,-4.87E-17
164.53,-4.91E-17
164.54,-4.95E-17
164.55,-4.94E-17
164.56,-4.90E-17
164.57,-4.87E-17
164.58,-4.82E-17
164.59,-4.78E-17
164.6,-4.80E-17
164.61,-4.83E-17
164.62,-4.78E-17
164.63,-4.72E-17
164.64,-4.72E-17
164.65,-4.75E-17
164.66,-4.78E-17
164.67,-4.77E-17
164.68,-4.79E-17
164.69,-4.89E-17
164.7,-4.95E-17
164.71,-4.89E-17
164.72,-4.86E-17
164.73,-4.89E-17
164.74,-4.93E-17
164.75,-4.95E-17
164.76,-4.99E-17
164.77,-5.03E-17
164.78,-5.05E-17
164.79,-5.06E-17
164.8,-5.04E-17
164.81,-5.03E-17
164.82,-5.04E-17
164.83,-5.06E-17
164.84,-5.05E-17
164.85,-5.02E-17
164.86,-5.03E-17
164.87,-5.02E-17
164.88,-5.00E-17
164.89,-5.07E-17
164.9,-5.20E-17
164.91,-5.28E-17
164.92,-5.29E-17
164.93,-5.28E-17
164.94,-5.31E-17
164.95,-5.38E-17
164.96,-5.45E-17
164.97,-5.50E-17
164.98,-5.52E-17
164.99,-5.49E-17
165,-5.49E-17
165.01,-5.51E-17
165.02,-5.53E-17
165.03,-5.54E-17
165.04,-5.53E-17
165.05,-5.50E-17
165.06,-5.46E-17
165.07,-5.40E-17
165.08,-5.36E-17
165.09,-5.34E-17
165.1,-5.35E-17
165.11,-5.39E-17
165.12,-5.44E-17
165.13,-5.46E-17
165.14,-5.49E-17
165.15,-5.55E-17
165.16,-5.56E-17
165.17,-5.56E-17
165.18,-5.59E-17
165.19,-5.62E-17
165.2,-5.65E-17
165.21,-5.67E-17
165.22,-5.64E-17
165.23,-5.60E-17
165.24,-5.60E-17
165.25,-5.62E-17
165.26,-5.65E-17
165.27,-5.68E-17
165.28,-5.65E-17
165.29,-5.58E-17
165.3,-5.55E-17
165.31,-5.53E-17
165.32,-5.50E-17
165.33,-5.50E-17
165.34,-5.54E-17
165.35,-5.57E-17
165.36,-5.59E-17
165.37,-5.62E-17
165.38,-5.66E-17
165.39,-5.72E-17
165.4,-5.79E-17
165.41,-5.83E-17
165.42,-5.85E-17
165.43,-5.89E-17
165.44,-5.92E-17
165.45,-5.91E-17
165.46,-5.90E-17
165.47,-5.89E-17
165.48,-5.89E-17
165.49,-5.92E-17
165.5,-5.96E-17
165.51,-6.01E-17
165.52,-6.04E-17
165.53,-6.05E-17
165.54,-6.07E-17
165.55,-6.08E-17
165.56,-6.08E-17
165.57,-6.07E-17
165.58,-6.05E-17
165.59,-6.06E-17
165.6,-6.06E-17
165.61,-6.05E-17
165.62,-6.07E-17
165.63,-6.10E-17
165.64,-6.14E-17
165.65,-6.19E-17
165.66,-6.21E-17
165.67,-6.17E-17
165.68,-6.14E-17
165.69,-6.10E-17
165.7,-6.07E-17
165.71,-6.07E-17
165.72,-6.07E-17
165.73,-6.02E-17
165.74,-5.97E-17
165.75,-5.96E-17
165.76,-6.00E-17
165.77,-6.04E-17
165.78,-6.04E-17
165.79,-6.03E-17
165.8,-6.02E-17
165.81,-6.00E-17
165.82,-5.97E-17
165.83,-5.95E-17
165.84,-5.93E-17
165.85,-5.93E-17
165.86,-5.94E-17
165.87,-5.97E-17
165.88,-5.99E-17
165.89,-5.98E-17
165.9,-5.94E-17
165.91,-5.90E-17
165.92,-5.93E-17
165.93,-6.00E-17
165.94,-6.05E-17
165.95,-6.05E-17
165.96,-5.99E-17
165.97,-5.95E-17
165.98,-5.96E-17
165.99,-5.94E-17
166,-5.91E-17
166.01,-5.93E-17
166.02,-5.96E-17
166.03,-5.96E-17
166.04,-5.98E-17
166.05,-5.98E-17
166.06,-5.96E-17
166.07,-5.96E-17
166.08,-5.98E-17
166.09,-6.00E-17
166.1,-6.04E-17
166.11,-6.07E-17
166.12,-6.09E-17
166.13,-6.10E-17
166.14,-6.11E-17
166.15,-6.12E-17
166.16,-6.11E-17
166.17,-6.11E-17
166.18,-6.13E-17
166.19,-6.16E-17
166.2,-6.16E-17
166.21,-6.14E-17
166.22,-6.09E-17
166.23,-6.02E-17
166.24,-5.98E-17
166.25,-5.99E-17
166.26,-6.00E-17
166.27,-6.00E-17
166.28,-6.02E-17
166.29,-6.00E-17
166.3,-5.95E-17
166.31,-5.92E-17
166.32,-5.90E-17
166.33,-5.86E-17
166.34,-5.83E-17
166.35,-5.80E-17
166.36,-5.75E-17
166.37,-5.72E-17
166.38,-5.71E-17
166.39,-5.71E-17
166.4,-5.73E-17
166.41,-5.74E-17
166.42,-5.75E-17
166.43,-5.75E-17
166.44,-5.70E-17
166.45,-5.63E-17
166.46,-5.58E-17
166.47,-5.54E-17
166.48,-5.52E-17
166.49,-5.53E-17
166.5,-5.49E-17
166.51,-5.49E-17
166.52,-5.53E-17
166.53,-5.56E-17
166.54,-5.61E-17
166.55,-5.64E-17
166.56,-5.62E-17
166.57,-5.60E-17
166.58,-5.58E-17
166.59,-5.56E-17
166.6,-5.57E-17
166.61,-5.59E-17
166.62,-5.59E-17
166.63,-5.61E-17
166.64,-5.64E-17
166.65,-5.69E-17
166.66,-5.75E-17
166.67,-5.73E-17
166.68,-5.70E-17
166.69,-5.71E-17
166.7,-5.71E-17
166.71,-5.67E-17
166.72,-5.60E-17
166.73,-5.54E-17
166.74,-5.56E-17
166.75,-5.62E-17
166.76,-5.64E-17
166.77,-5.68E-17
166.78,-5.73E-17
166.79,-5.72E-17
166.8,-5.71E-17
166.81,-5.70E-17
166.82,-5.66E-17
166.83,-5.60E-17
166.84,-5.48E-17
166.85,-5.40E-17
166.86,-5.40E-17
166.87,-5.41E-17
166.88,-5.39E-17
166.89,-5.35E-17
166.9,-5.29E-17
166.91,-5.29E-17
166.92,-5.27E-17
166.93,-5.22E-17
166.94,-5.18E-17
166.95,-5.13E-17
166.96,-5.08E-17
166.97,-5.06E-17
166.98,-5.04E-17
166.99,-5.01E-17
167,-5.04E-17
167.01,-5.05E-17
167.02,-5.03E-17
167.03,-5.06E-17
167.04,-5.04E-17
167.05,-4.94E-17
167.06,-4.83E-17
167.07,-4.76E-17
167.08,-4.76E-17
167.09,-4.80E-17
167.1,-4.79E-17
167.11,-4.76E-17
167.12,-4.76E-17
167.13,-4.76E-17
167.14,-4.72E-17
167.15,-4.69E-17
167.16,-4.71E-17
167.17,-4.73E-17
167.18,-4.70E-17
167.19,-4.66E-17
167.2,-4.67E-17
167.21,-4.67E-17
167.22,-4.65E-17
167.23,-4.65E-17
167.24,-4.69E-17
167.25,-4.70E-17
167.26,-4.69E-17
167.27,-4.65E-17
167.28,-4.62E-17
167.29,-4.60E-17
167.3,-4.60E-17
167.31,-4.63E-17
167.32,-4.63E-17
167.33,-4.59E-17
167.34,-4.54E-17
167.35,-4.53E-17
167.36,-4.53E-17
167.37,-4.57E-17
167.38,-4.63E-17
167.39,-4.64E-17
167.4,-4.65E-17
167.41,-4.66E-17
167.42,-4.64E-17
167.43,-4.64E-17
167.44,-4.65E-17
167.45,-4.60E-17
167.46,-4.58E-17
167.47,-4.58E-17
167.48,-4.53E-17
167.49,-4.48E-17
167.5,-4.45E-17
167.51,-4.41E-17
167.52,-4.42E-17
167.53,-4.45E-17
167.54,-4.41E-17
167.55,-4.35E-17
167.56,-4.32E-17
167.57,-4.24E-17
167.58,-4.14E-17
167.59,-4.09E-17
167.6,-4.06E-17
167.61,-4.02E-17
167.62,-3.96E-17
167.63,-3.94E-17
167.64,-3.94E-17
167.65,-3.92E-17
167.66,-3.89E-17
167.67,-3.91E-17
167.68,-3.97E-17
167.69,-3.99E-17
167.7,-3.96E-17
167.71,-3.90E-17
167.72,-3.85E-17
167.73,-3.78E-17
167.74,-3.73E-17
167.75,-3.69E-17
167.76,-3.65E-17
167.77,-3.59E-17
167.78,-3.55E-17
167.79,-3.54E-17
167.8,-3.52E-17
167.81,-3.51E-17
167.82,-3.50E-17
167.83,-3.47E-17
167.84,-3.45E-17
167.85,-3.46E-17
167.86,-3.45E-17
167.87,-3.42E-17
167.88,-3.39E-17
167.89,-3.40E-17
167.9,-3.46E-17
167.91,-3.52E-17
167.92,-3.57E-17
167.93,-3.61E-17
167.94,-3.64E-17
167.95,-3.63E-17
167.96,-3.61E-17
167.97,-3.59E-17
167.98,-3.58E-17
167.99,-3.59E-17
168,-3.58E-17
168.01,-3.59E-17
168.02,-3.63E-17
168.03,-3.67E-17
168.04,-3.66E-17
168.05,-3.65E-17
168.06,-3.69E-17
168.07,-3.72E-17
168.08,-3.73E-17
168.09,-3.71E-17
168.1,-3.68E-17
168.11,-3.65E-17
168.12,-3.64E-17
168.13,-3.63E-17
168.14,-3.65E-17
168.15,-3.68E-17
168.16,-3.68E-17
168.17,-3.66E-17
168.18,-3.64E-17
168.19,-3.64E-17
168.2,-3.66E-17
168.21,-3.65E-17
168.22,-3.61E-17
168.23,-3.55E-17
168.24,-3.47E-17
168.25,-3.40E-17
168.26,-3.36E-17
168.27,-3.35E-17
168.28,-3.35E-17
168.29,-3.36E-17
168.3,-3.38E-17
168.31,-3.37E-17
168.32,-3.32E-17
168.33,-3.23E-17
168.34,-3.17E-17
168.35,-3.16E-17
168.36,-3.21E-17
168.37,-3.26E-17
168.38,-3.28E-17
168.39,-3.25E-17
168.4,-3.24E-17
168.41,-3.27E-17
168.42,-3.31E-17
168.43,-3.33E-17
168.44,-3.35E-17
168.45,-3.34E-17
168.46,-3.28E-17
168.47,-3.22E-17
168.48,-3.19E-17
168.49,-3.14E-17
168.5,-3.10E-17
168.51,-3.12E-17
168.52,-3.18E-17
168.53,-3.22E-17
168.54,-3.24E-17
168.55,-3.22E-17
168.56,-3.21E-17
168.57,-3.23E-17
168.58,-3.27E-17
168.59,-3.31E-17
168.6,-3.30E-17
168.61,-3.31E-17
168.62,-3.32E-17
168.63,-3.35E-17
168.64,-3.41E-17
168.65,-3.49E-17
168.66,-3.53E-17
168.67,-3.57E-17
168.68,-3.63E-17
168.69,-3.63E-17
168.7,-3.60E-17
168.71,-3.58E-17
168.72,-3.57E-17
168.73,-3.58E-17
168.74,-3.63E-17
168.75,-3.67E-17
168.76,-3.63E-17
168.77,-3.58E-17
168.78,-3.58E-17
168.79,-3.62E-17
168.8,-3.65E-17
168.81,-3.64E-17
168.82,-3.63E-17
168.83,-3.64E-17
168.84,-3.64E-17
168.85,-3.61E-17
168.86,-3.58E-17
168.87,-3.58E-17
168.88,-3.58E-17
168.89,-3.61E-17
168.9,-3.66E-17
168.91,-3.69E-17
168.92,-3.65E-17
168.93,-3.59E-17
168.94,-3.57E-17
168.95,-3.60E-17
168.96,-3.62E-17
168.97,-3.63E-17
168.98,-3.59E-17
168.99,-3.52E-17
169,-3.48E-17
169.01,-3.47E-17
169.02,-3.44E-17
169.03,-3.43E-17
169.04,-3.46E-17
169.05,-3.47E-17
169.06,-3.45E-17
169.07,-3.42E-17
169.08,-3.38E-17
169.09,-3.35E-17
169.1,-3.37E-17
169.11,-3.41E-17
169.12,-3.44E-17
169.13,-3.48E-17
169.14,-3.50E-17
169.15,-3.46E-17
169.16,-3.42E-17
169.17,-3.44E-17
169.18,-3.50E-17
169.19,-3.54E-17
169.2,-3.56E-17
169.21,-3.57E-17
169.22,-3.57E-17
169.23,-3.56E-17
169.24,-3.57E-17
169.25,-3.58E-17
169.26,-3.59E-17
169.27,-3.59E-17
169.28,-3.61E-17
169.29,-3.68E-17
169.3,-3.74E-17
169.31,-3.74E-17
169.32,-3.71E-17
169.33,-3.67E-17
169.34,-3.68E-17
169.35,-3.74E-17
169.36,-3.76E-17
169.37,-3.72E-17
169.38,-3.70E-17
169.39,-3.69E-17
169.4,-3.69E-17
169.41,-3.73E-17
169.42,-3.78E-17
169.43,-3.85E-17
169.44,-3.92E-17
169.45,-3.91E-17
169.46,-3.87E-17
169.47,-3.89E-17
169.48,-3.92E-17
169.49,-3.93E-17
169.5,-3.96E-17
169.51,-4.00E-17
169.52,-4.05E-17
169.53,-4.04E-17
169.54,-3.99E-17
169.55,-3.98E-17
169.56,-4.00E-17
169.57,-4.01E-17
169.58,-3.99E-17
169.59,-3.95E-17
169.6,-3.90E-17
169.61,-3.89E-17
169.62,-3.92E-17
169.63,-3.93E-17
169.64,-3.93E-17
169.65,-3.96E-17
169.66,-3.97E-17
169.67,-3.93E-17
169.68,-3.92E-17
169.69,-3.93E-17
169.7,-3.92E-17
169.71,-3.93E-17
169.72,-3.98E-17
169.73,-3.99E-17
169.74,-3.96E-17
169.75,-3.92E-17
169.76,-3.87E-17
169.77,-3.86E-17
169.78,-3.91E-17
169.79,-3.94E-17
169.8,-3.92E-17
169.81,-3.92E-17
169.82,-3.92E-17
169.83,-3.92E-17
169.84,-3.89E-17
169.85,-3.85E-17
169.86,-3.86E-17
169.87,-3.88E-17
169.88,-3.89E-17
169.89,-3.93E-17
169.9,-3.98E-17
169.91,-3.99E-17
169.92,-4.01E-17
169.93,-4.08E-17
169.94,-4.18E-17
169.95,-4.25E-17
169.96,-4.27E-17
169.97,-4.28E-17
169.98,-4.31E-17
169.99,-4.37E-17
170,-4.44E-17
170.01,-4.47E-17
170.02,-4.46E-17
170.03,-4.47E-17
170.04,-4.46E-17
170.05,-4.42E-17
170.06,-4.42E-17
170.07,-4.44E-17
170.08,-4.45E-17
170.09,-4.46E-17
170.1,-4.45E-17
170.11,-4.41E-17
170.12,-4.41E-17
170.13,-4.42E-17
170.14,-4.41E-17
170.15,-4.44E-17
170.16,-4.51E-17
170.17,-4.55E-17
170.18,-4.59E-17
170.19,-4.65E-17
170.2,-4.67E-17
170.21,-4.63E-17
170.22,-4.61E-17
170.23,-4.64E-17
170.24,-4.64E-17
170.25,-4.61E-17
170.26,-4.60E-17
170.27,-4.58E-17
170.28,-4.55E-17
170.29,-4.53E-17
170.3,-4.49E-17
170.31,-4.44E-17
170.32,-4.42E-17
170.33,-4.39E-17
170.34,-4.37E-17
170.35,-4.33E-17
170.36,-4.28E-17
170.37,-4.28E-17
170.38,-4.31E-17
170.39,-4.32E-17
170.4,-4.36E-17
170.41,-4.40E-17
170.42,-4.41E-17
170.43,-4.42E-17
170.44,-4.45E-17
170.45,-4.48E-17
170.46,-4.49E-17
170.47,-4.45E-17
170.48,-4.40E-17
170.49,-4.45E-17
170.5,-4.51E-17
170.51,-4.48E-17
170.52,-4.48E-17
170.53,-4.50E-17
170.54,-4.49E-17
170.55,-4.48E-17
170.56,-4.45E-17
170.57,-4.40E-17
170.58,-4.41E-17
170.59,-4.45E-17
170.6,-4.44E-17
170.61,-4.41E-17
170.62,-4.41E-17
170.63,-4.45E-17
170.64,-4.48E-17
170.65,-4.48E-17
170.66,-4.52E-17
170.67,-4.59E-17
170.68,-4.62E-17
170.69,-4.67E-17
170.7,-4.73E-17
170.71,-4.77E-17
170.72,-4.81E-17
170.73,-4.87E-17
170.74,-4.90E-17
170.75,-4.93E-17
170.76,-4.90E-17
170.77,-4.84E-17
170.78,-4.83E-17
170.79,-4.83E-17
170.8,-4.78E-17
170.81,-4.76E-17
170.82,-4.75E-17
170.83,-4.70E-17
170.84,-4.71E-17
170.85,-4.73E-17
170.86,-4.71E-17
170.87,-4.70E-17
170.88,-4.71E-17
170.89,-4.70E-17
170.9,-4.71E-17
170.91,-4.71E-17
170.92,-4.72E-17
170.93,-4.77E-17
170.94,-4.78E-17
170.95,-4.77E-17
170.96,-4.78E-17
170.97,-4.78E-17
170.98,-4.77E-17
170.99,-4.76E-17
171,-4.75E-17
171.01,-4.73E-17
171.02,-4.70E-17
171.03,-4.68E-17
171.04,-4.68E-17
171.05,-4.69E-17
171.06,-4.70E-17
171.07,-4.68E-17
171.08,-4.62E-17
171.09,-4.57E-17
171.1,-4.56E-17
171.11,-4.60E-17
171.12,-4.63E-17
171.13,-4.62E-17
171.14,-4.62E-17
171.15,-4.65E-17
171.16,-4.66E-17
171.17,-4.69E-17
171.18,-4.74E-17
171.19,-4.79E-17
171.2,-4.84E-17
171.21,-4.90E-17
171.22,-4.93E-17
171.23,-4.94E-17
171.24,-4.93E-17
171.25,-4.92E-17
171.26,-4.95E-17
171.27,-4.98E-17
171.28,-4.97E-17
171.29,-4.96E-17
171.3,-4.95E-17
171.31,-4.92E-17
171.32,-4.91E-17
171.33,-4.94E-17
171.34,-4.97E-17
171.35,-5.01E-17
171.36,-5.05E-17
171.37,-5.05E-17
171.38,-5.03E-17
171.39,-5.04E-17
171.4,-5.11E-17
171.41,-5.19E-17
171.42,-5.24E-17
171.43,-5.29E-17
171.44,-5.31E-17
171.45,-5.29E-17
171.46,-5.27E-17
171.47,-5.29E-17
171.48,-5.31E-17
171.49,-5.32E-17
171.5,-5.34E-17
171.51,-5.36E-17
171.52,-5.36E-17
171.53,-5.36E-17
171.54,-5.33E-17
171.55,-5.27E-17
171.56,-5.26E-17
171.57,-5.32E-17
171.58,-5.32E-17
171.59,-5.27E-17
171.6,-5.29E-17
171.61,-5.32E-17
171.62,-5.32E-17
171.63,-5.32E-17
171.64,-5.35E-17
171.65,-5.39E-17
171.66,-5.41E-17
171.67,-5.40E-17
171.68,-5.35E-17
171.69,-5.31E-17
171.7,-5.29E-17
171.71,-5.26E-17
171.72,-5.24E-17
171.73,-5.29E-17
171.74,-5.32E-17
171.75,-5.26E-17
171.76,-5.23E-17
171.77,-5.24E-17
171.78,-5.25E-17
171.79,-5.25E-17
171.8,-5.24E-17
171.81,-5.23E-17
171.82,-5.28E-17
171.83,-5.31E-17
171.84,-5.31E-17
171.85,-5.34E-17
171.86,-5.35E-17
171.87,-5.33E-17
171.88,-5.31E-17
171.89,-5.30E-17
171.9,-5.34E-17
171.91,-5.41E-17
171.92,-5.41E-17
171.93,-5.41E-17
171.94,-5.44E-17
171.95,-5.47E-17
171.96,-5.53E-17
171.97,-5.58E-17
171.98,-5.58E-17
171.99,-5.61E-17
172,-5.65E-17
172.01,-5.61E-17
172.02,-5.59E-17
172.03,-5.64E-17
172.04,-5.72E-17
172.05,-5.85E-17
172.06,-5.94E-17
172.07,-5.92E-17
172.08,-5.92E-17
