Time,Displacement Z Node 48
46.23,-1.42E-17
46.24,-1.42E-17
46.25,-1.41E-17
46.26,-1.41E-17
46.27,-1.40E-17
46.28,-1.40E-17
46.29,-1.40E-17
46.3,-1.40E-17
46.31,-1.39E-17
46.32,-1.39E-17
46.33,-1.38E-17
46.34,-1.38E-17
46.35,-1.38E-17
46.36,-1.39E-17
46.37,-1.39E-17
46.38,-1.39E-17
46.39,-1.40E-17
46.4,-1.40E-17
46.41,-1.39E-17
46.42,-1.40E-17
46.43,-1.41E-17
46.44,-1.42E-17
46.45,-1.41E-17
46.46,-1.41E-17
46.47,-1.41E-17
46.48,-1.41E-17
46.49,-1.40E-17
46.5,-1.39E-17
46.51,-1.39E-17
46.52,-1.38E-17
46.53,-1.38E-17
46.54,-1.37E-17
46.55,-1.37E-17
46.56,-1.37E-17
46.57,-1.38E-17
46.58,-1.38E-17
46.59,-1.39E-17
46.6,-1.39E-17
46.61,-1.38E-17
46.62,-1.37E-17
46.63,-1.37E-17
46.64,-1.39E-17
46.65,-1.40E-17
46.66,-1.40E-17
46.67,-1.41E-17
46.68,-1.40E-17
46.69,-1.40E-17
46.7,-1.40E-17
46.71,-1.40E-17
46.72,-1.40E-17
46.73,-1.40E-17
46.74,-1.39E-17
46.75,-1.38E-17
46.76,-1.37E-17
46.77,-1.35E-17
46.78,-1.33E-17
46.79,-1.33E-17
46.8,-1.32E-17
46.81,-1.32E-17
46.82,-1.33E-17
46.83,-1.32E-17
46.84,-1.32E-17
46.85,-1.32E-17
46.86,-1.33E-17
46.87,-1.34E-17
46.88,-1.34E-17
46.89,-1.34E-17
46.9,-1.32E-17
46.91,-1.32E-17
46.92,-1.32E-17
46.93,-1.33E-17
46.94,-1.33E-17
46.95,-1.32E-17
46.96,-1.31E-17
46.97,-1.30E-17
46.98,-1.28E-17
46.99,-1.26E-17
47,-1.24E-17
47.01,-1.23E-17
47.02,-1.22E-17
47.03,-1.20E-17
47.04,-1.19E-17
47.05,-1.18E-17
47.06,-1.19E-17
47.07,-1.20E-17
47.08,-1.20E-17
47.09,-1.20E-17
47.1,-1.21E-17
47.11,-1.21E-17
47.12,-1.22E-17
47.13,-1.21E-17
47.14,-1.21E-17
47.15,-1.20E-17
47.16,-1.20E-17
47.17,-1.19E-17
47.18,-1.19E-17
47.19,-1.18E-17
47.2,-1.17E-17
47.21,-1.15E-17
47.22,-1.14E-17
47.23,-1.13E-17
47.24,-1.11E-17
47.25,-1.10E-17
47.26,-1.09E-17
47.27,-1.08E-17
47.28,-1.07E-17
47.29,-1.06E-17
47.3,-1.06E-17
47.31,-1.05E-17
47.32,-1.06E-17
47.33,-1.05E-17
47.34,-1.05E-17
47.35,-1.04E-17
47.36,-1.03E-17
47.37,-1.02E-17
47.38,-1.02E-17
47.39,-1.02E-17
47.4,-1.01E-17
47.41,-1.00E-17
47.42,-9.93E-18
47.43,-9.83E-18
47.44,-9.68E-18
47.45,-9.55E-18
47.46,-9.45E-18
47.47,-9.34E-18
47.48,-9.27E-18
47.49,-9.26E-18
47.5,-9.20E-18
47.51,-9.05E-18
47.52,-8.86E-18
47.53,-8.77E-18
47.54,-8.77E-18
47.55,-8.70E-18
47.56,-8.56E-18
47.57,-8.49E-18
47.58,-8.49E-18
47.59,-8.49E-18
47.6,-8.42E-18
47.61,-8.37E-18
47.62,-8.39E-18
47.63,-8.42E-18
47.64,-8.34E-18
47.65,-8.20E-18
47.66,-8.01E-18
47.67,-7.82E-18
47.68,-7.72E-18
47.69,-7.69E-18
47.7,-7.66E-18
47.71,-7.60E-18
47.72,-7.50E-18
47.73,-7.42E-18
47.74,-7.37E-18
47.75,-7.26E-18
47.76,-7.12E-18
47.77,-7.01E-18
47.78,-6.91E-18
47.79,-6.83E-18
47.8,-6.78E-18
47.81,-6.75E-18
47.82,-6.70E-18
47.83,-6.65E-18
47.84,-6.74E-18
47.85,-6.83E-18
47.86,-6.70E-18
47.87,-6.54E-18
47.88,-6.45E-18
47.89,-6.32E-18
47.9,-6.23E-18
47.91,-6.17E-18
47.92,-6.02E-18
47.93,-5.91E-18
47.94,-5.82E-18
47.95,-5.71E-18
47.96,-5.71E-18
47.97,-5.80E-18
47.98,-5.84E-18
47.99,-5.82E-18
48,-5.78E-18
48.01,-5.63E-18
48.02,-5.46E-18
48.03,-5.39E-18
48.04,-5.33E-18
48.05,-5.27E-18
48.06,-5.28E-18
48.07,-5.31E-18
48.08,-5.30E-18
48.09,-5.26E-18
48.1,-5.19E-18
48.11,-5.11E-18
48.12,-5.03E-18
48.13,-4.95E-18
48.14,-4.90E-18
48.15,-4.89E-18
48.16,-4.81E-18
48.17,-4.65E-18
48.18,-4.54E-18
48.19,-4.46E-18
48.2,-4.38E-18
48.21,-4.40E-18
48.22,-4.42E-18
48.23,-4.31E-18
48.24,-4.21E-18
48.25,-4.16E-18
48.26,-4.08E-18
48.27,-3.96E-18
48.28,-3.90E-18
48.29,-3.90E-18
48.3,-3.88E-18
48.31,-3.82E-18
48.32,-3.80E-18
48.33,-3.75E-18
48.34,-3.62E-18
48.35,-3.61E-18
48.36,-3.66E-18
48.37,-3.60E-18
48.38,-3.51E-18
48.39,-3.40E-18
48.4,-3.23E-18
48.41,-3.09E-18
48.42,-2.99E-18
48.43,-2.89E-18
48.44,-2.84E-18
48.45,-2.85E-18
48.46,-2.88E-18
48.47,-2.91E-18
48.48,-2.94E-18
48.49,-2.92E-18
48.5,-2.85E-18
48.51,-2.85E-18
48.52,-2.90E-18
48.53,-2.87E-18
48.54,-2.78E-18
48.55,-2.74E-18
48.56,-2.69E-18
48.57,-2.62E-18
48.58,-2.52E-18
48.59,-2.41E-18
48.6,-2.33E-18
48.61,-2.23E-18
48.62,-2.05E-18
48.63,-1.92E-18
48.64,-1.87E-18
48.65,-1.75E-18
48.66,-1.64E-18
48.67,-1.59E-18
48.68,-1.56E-18
48.69,-1.59E-18
48.7,-1.62E-18
48.71,-1.64E-18
48.72,-1.74E-18
48.73,-1.86E-18
48.74,-1.88E-18
48.75,-1.82E-18
48.76,-1.76E-18
48.77,-1.74E-18
48.78,-1.68E-18
48.79,-1.55E-18
48.8,-1.37E-18
48.81,-1.23E-18
48.82,-1.13E-18
48.83,-1.03E-18
48.84,-9.42E-19
48.85,-8.44E-19
48.86,-7.57E-19
48.87,-6.72E-19
48.88,-5.27E-19
48.89,-4.15E-19
48.9,-3.82E-19
48.91,-3.66E-19
48.92,-3.70E-19
48.93,-4.07E-19
48.94,-4.78E-19
48.95,-5.70E-19
48.96,-6.52E-19
48.97,-7.40E-19
48.98,-8.26E-19
48.99,-8.70E-19
49,-9.06E-19
49.01,-9.20E-19
49.02,-8.65E-19
49.03,-7.92E-19
49.04,-7.66E-19
49.05,-7.86E-19
49.06,-7.51E-19
49.07,-6.78E-19
49.08,-6.56E-19
49.09,-6.47E-19
49.1,-5.79E-19
49.11,-4.42E-19
49.12,-3.86E-19
49.13,-4.90E-19
49.14,-6.46E-19
49.15,-7.20E-19
49.16,-7.06E-19
49.17,-6.81E-19
49.18,-7.06E-19
49.19,-8.10E-19
49.2,-9.01E-19
49.21,-9.30E-19
49.22,-9.45E-19
49.23,-9.27E-19
49.24,-9.02E-19
49.25,-9.14E-19
49.26,-8.60E-19
49.27,-7.26E-19
49.28,-6.68E-19
49.29,-6.54E-19
49.3,-6.06E-19
49.31,-5.30E-19
49.32,-4.05E-19
49.33,-2.88E-19
49.34,-2.57E-19
49.35,-2.75E-19
49.36,-2.83E-19
49.37,-3.35E-19
49.38,-4.08E-19
49.39,-4.32E-19
49.4,-4.65E-19
49.41,-5.12E-19
49.42,-5.30E-19
49.43,-5.74E-19
49.44,-6.51E-19
49.45,-6.92E-19
49.46,-6.83E-19
49.47,-6.60E-19
49.48,-6.18E-19
49.49,-5.47E-19
49.5,-4.72E-19
49.51,-4.67E-19
49.52,-5.86E-19
49.53,-7.11E-19
49.54,-7.12E-19
49.55,-6.84E-19
49.56,-7.36E-19
49.57,-7.82E-19
49.58,-7.96E-19
49.59,-8.60E-19
49.6,-9.13E-19
49.61,-9.18E-19
49.62,-1.02E-18
49.63,-1.22E-18
49.64,-1.33E-18
49.65,-1.38E-18
49.66,-1.51E-18
49.67,-1.63E-18
49.68,-1.68E-18
49.69,-1.77E-18
49.7,-1.95E-18
49.71,-2.05E-18
49.72,-2.01E-18
49.73,-1.98E-18
49.74,-2.01E-18
49.75,-2.12E-18
49.76,-2.30E-18
49.77,-2.42E-18
49.78,-2.41E-18
49.79,-2.37E-18
49.8,-2.41E-18
49.81,-2.46E-18
49.82,-2.43E-18
49.83,-2.39E-18
49.84,-2.45E-18
49.85,-2.55E-18
49.86,-2.60E-18
49.87,-2.67E-18
49.88,-2.79E-18
49.89,-2.84E-18
49.9,-2.87E-18
49.91,-2.94E-18
49.92,-2.98E-18
49.93,-3.04E-18
49.94,-3.13E-18
49.95,-3.11E-18
49.96,-3.08E-18
49.97,-3.18E-18
49.98,-3.25E-18
49.99,-3.22E-18
50,-3.26E-18
50.01,-3.36E-18
50.02,-3.37E-18
50.03,-3.37E-18
50.04,-3.41E-18
50.05,-3.44E-18
50.06,-3.50E-18
50.07,-3.56E-18
50.08,-3.56E-18
50.09,-3.52E-18
50.1,-3.52E-18
50.11,-3.57E-18
50.12,-3.68E-18
50.13,-3.79E-18
50.14,-3.87E-18
50.15,-3.94E-18
50.16,-3.99E-18
50.17,-3.99E-18
50.18,-4.04E-18
50.19,-4.16E-18
50.2,-4.27E-18
50.21,-4.32E-18
50.22,-4.35E-18
50.23,-4.43E-18
50.24,-4.56E-18
50.25,-4.68E-18
50.26,-4.79E-18
50.27,-4.91E-18
50.28,-5.07E-18
50.29,-5.21E-18
50.3,-5.31E-18
50.31,-5.43E-18
50.32,-5.57E-18
50.33,-5.67E-18
50.34,-5.81E-18
50.35,-5.95E-18
50.36,-6.01E-18
50.37,-6.08E-18
50.38,-6.21E-18
50.39,-6.32E-18
50.4,-6.39E-18
50.41,-6.48E-18
50.42,-6.58E-18
50.43,-6.64E-18
50.44,-6.70E-18
50.45,-6.78E-18
50.46,-6.84E-18
50.47,-6.90E-18
50.48,-6.94E-18
50.49,-7.01E-18
50.5,-7.06E-18
50.51,-7.06E-18
50.52,-7.12E-18
50.53,-7.20E-18
50.54,-7.25E-18
50.55,-7.29E-18
50.56,-7.32E-18
50.57,-7.34E-18
50.58,-7.44E-18
50.59,-7.50E-18
50.6,-7.49E-18
50.61,-7.53E-18
50.62,-7.57E-18
50.63,-7.57E-18
50.64,-7.59E-18
50.65,-7.57E-18
50.66,-7.45E-18
50.67,-7.40E-18
50.68,-7.45E-18
50.69,-7.48E-18
50.7,-7.49E-18
50.71,-7.49E-18
50.72,-7.51E-18
50.73,-7.56E-18
50.74,-7.57E-18
50.75,-7.60E-18
50.76,-7.68E-18
50.77,-7.76E-18
50.78,-7.81E-18
50.79,-7.89E-18
50.8,-8.01E-18
50.81,-8.10E-18
50.82,-8.12E-18
50.83,-8.16E-18
50.84,-8.25E-18
50.85,-8.37E-18
50.86,-8.52E-18
50.87,-8.62E-18
50.88,-8.58E-18
50.89,-8.55E-18
50.9,-8.62E-18
50.91,-8.74E-18
50.92,-8.86E-18
50.93,-8.96E-18
50.94,-9.07E-18
50.95,-9.24E-18
50.96,-9.41E-18
50.97,-9.51E-18
50.98,-9.61E-18
50.99,-9.74E-18
51,-9.92E-18
51.01,-1.02E-17
51.02,-1.03E-17
51.03,-1.03E-17
51.04,-1.04E-17
51.05,-1.05E-17
51.06,-1.06E-17
51.07,-1.08E-17
51.08,-1.10E-17
51.09,-1.11E-17
51.1,-1.12E-17
51.11,-1.13E-17
51.12,-1.13E-17
51.13,-1.12E-17
51.14,-1.12E-17
51.15,-1.13E-17
51.16,-1.13E-17
51.17,-1.14E-17
51.18,-1.15E-17
51.19,-1.15E-17
51.2,-1.14E-17
51.21,-1.15E-17
51.22,-1.16E-17
51.23,-1.17E-17
51.24,-1.17E-17
51.25,-1.18E-17
51.26,-1.16E-17
51.27,-1.15E-17
51.28,-1.15E-17
51.29,-1.16E-17
51.3,-1.16E-17
51.31,-1.16E-17
51.32,-1.17E-17
51.33,-1.17E-17
51.34,-1.16E-17
51.35,-1.15E-17
51.36,-1.14E-17
51.37,-1.14E-17
51.38,-1.14E-17
51.39,-1.14E-17
51.4,-1.14E-17
51.41,-1.13E-17
51.42,-1.13E-17
51.43,-1.13E-17
51.44,-1.14E-17
51.45,-1.15E-17
51.46,-1.16E-17
51.47,-1.16E-17
51.48,-1.16E-17
51.49,-1.15E-17
51.5,-1.15E-17
51.51,-1.16E-17
51.52,-1.18E-17
51.53,-1.19E-17
51.54,-1.20E-17
51.55,-1.21E-17
51.56,-1.21E-17
51.57,-1.22E-17
51.58,-1.23E-17
51.59,-1.24E-17
51.6,-1.25E-17
51.61,-1.25E-17
51.62,-1.26E-17
51.63,-1.27E-17
51.64,-1.27E-17
51.65,-1.27E-17
51.66,-1.28E-17
51.67,-1.29E-17
51.68,-1.31E-17
51.69,-1.32E-17
51.7,-1.33E-17
51.71,-1.33E-17
51.72,-1.34E-17
51.73,-1.34E-17
51.74,-1.35E-17
51.75,-1.37E-17
51.76,-1.38E-17
51.77,-1.39E-17
51.78,-1.40E-17
51.79,-1.40E-17
51.8,-1.40E-17
51.81,-1.40E-17
51.82,-1.40E-17
51.83,-1.41E-17
51.84,-1.42E-17
51.85,-1.42E-17
51.86,-1.43E-17
51.87,-1.41E-17
51.88,-1.40E-17
51.89,-1.39E-17
51.9,-1.39E-17
51.91,-1.39E-17
51.92,-1.38E-17
51.93,-1.38E-17
51.94,-1.38E-17
51.95,-1.37E-17
51.96,-1.36E-17
51.97,-1.36E-17
51.98,-1.36E-17
51.99,-1.36E-17
52,-1.36E-17
52.01,-1.34E-17
52.02,-1.32E-17
52.03,-1.31E-17
52.04,-1.31E-17
52.05,-1.31E-17
52.06,-1.31E-17
52.07,-1.31E-17
52.08,-1.31E-17
52.09,-1.30E-17
52.1,-1.30E-17
52.11,-1.30E-17
52.12,-1.30E-17
52.13,-1.30E-17
52.14,-1.30E-17
52.15,-1.31E-17
52.16,-1.31E-17
52.17,-1.31E-17
52.18,-1.32E-17
52.19,-1.32E-17
52.2,-1.32E-17
52.21,-1.34E-17
52.22,-1.35E-17
52.23,-1.35E-17
52.24,-1.36E-17
52.25,-1.36E-17
52.26,-1.36E-17
52.27,-1.37E-17
52.28,-1.39E-17
52.29,-1.40E-17
52.3,-1.40E-17
52.31,-1.40E-17
52.32,-1.40E-17
52.33,-1.40E-17
52.34,-1.40E-17
52.35,-1.41E-17
52.36,-1.43E-17
52.37,-1.43E-17
52.38,-1.43E-17
52.39,-1.44E-17
52.4,-1.44E-17
52.41,-1.44E-17
52.42,-1.44E-17
52.43,-1.45E-17
52.44,-1.45E-17
52.45,-1.46E-17
52.46,-1.47E-17
52.47,-1.47E-17
52.48,-1.46E-17
52.49,-1.45E-17
52.5,-1.45E-17
52.51,-1.46E-17
52.52,-1.46E-17
52.53,-1.45E-17
52.54,-1.44E-17
52.55,-1.43E-17
52.56,-1.42E-17
52.57,-1.41E-17
52.58,-1.39E-17
52.59,-1.38E-17
52.6,-1.38E-17
52.61,-1.38E-17
52.62,-1.38E-17
52.63,-1.37E-17
52.64,-1.35E-17
52.65,-1.34E-17
52.66,-1.34E-17
52.67,-1.33E-17
52.68,-1.32E-17
52.69,-1.32E-17
52.7,-1.32E-17
52.71,-1.30E-17
52.72,-1.30E-17
52.73,-1.29E-17
52.74,-1.28E-17
52.75,-1.27E-17
52.76,-1.26E-17
52.77,-1.25E-17
52.78,-1.24E-17
52.79,-1.23E-17
52.8,-1.22E-17
52.81,-1.22E-17
52.82,-1.23E-17
52.83,-1.24E-17
52.84,-1.25E-17
52.85,-1.24E-17
52.86,-1.23E-17
52.87,-1.24E-17
52.88,-1.25E-17
52.89,-1.26E-17
52.9,-1.27E-17
52.91,-1.27E-17
52.92,-1.27E-17
52.93,-1.28E-17
52.94,-1.28E-17
52.95,-1.27E-17
52.96,-1.27E-17
52.97,-1.28E-17
52.98,-1.27E-17
52.99,-1.27E-17
53,-1.26E-17
53.01,-1.25E-17
53.02,-1.25E-17
53.03,-1.27E-17
53.04,-1.28E-17
53.05,-1.29E-17
53.06,-1.30E-17
53.07,-1.30E-17
53.08,-1.30E-17
53.09,-1.30E-17
53.1,-1.29E-17
53.11,-1.30E-17
53.12,-1.30E-17
53.13,-1.28E-17
53.14,-1.28E-17
53.15,-1.28E-17
53.16,-1.26E-17
53.17,-1.25E-17
53.18,-1.24E-17
53.19,-1.22E-17
53.2,-1.19E-17
53.21,-1.17E-17
53.22,-1.14E-17
53.23,-1.13E-17
53.24,-1.11E-17
53.25,-1.09E-17
53.26,-1.08E-17
53.27,-1.07E-17
53.28,-1.06E-17
53.29,-1.05E-17
53.3,-1.04E-17
53.31,-1.02E-17
53.32,-1.01E-17
53.33,-9.98E-18
53.34,-9.97E-18
53.35,-9.84E-18
53.36,-9.65E-18
53.37,-9.68E-18
53.38,-9.76E-18
53.39,-9.62E-18
53.4,-9.35E-18
53.41,-9.14E-18
53.42,-8.96E-18
53.43,-8.77E-18
53.44,-8.59E-18
53.45,-8.43E-18
53.46,-8.28E-18
53.47,-8.17E-18
53.48,-8.20E-18
53.49,-8.28E-18
53.5,-8.28E-18
53.51,-8.32E-18
53.52,-8.35E-18
53.53,-8.35E-18
53.54,-8.45E-18
53.55,-8.56E-18
53.56,-8.52E-18
53.57,-8.45E-18
53.58,-8.49E-18
53.59,-8.56E-18
53.6,-8.69E-18
53.61,-8.81E-18
53.62,-8.75E-18
53.63,-8.61E-18
53.64,-8.54E-18
53.65,-8.41E-18
53.66,-8.27E-18
53.67,-8.27E-18
53.68,-8.22E-18
53.69,-8.05E-18
53.7,-7.96E-18
53.71,-7.93E-18
53.72,-7.93E-18
53.73,-8.02E-18
53.74,-8.05E-18
53.75,-8.01E-18
53.76,-8.00E-18
53.77,-7.88E-18
53.78,-7.71E-18
53.79,-7.65E-18
53.8,-7.66E-18
53.81,-7.66E-18
53.82,-7.59E-18
53.83,-7.49E-18
53.84,-7.46E-18
53.85,-7.40E-18
53.86,-7.21E-18
53.87,-6.92E-18
53.88,-6.63E-18
53.89,-6.44E-18
53.9,-6.34E-18
53.91,-6.14E-18
53.92,-5.92E-18
53.93,-5.76E-18
53.94,-5.62E-18
53.95,-5.51E-18
53.96,-5.43E-18
53.97,-5.31E-18
53.98,-5.27E-18
53.99,-5.30E-18
54,-5.23E-18
54.01,-5.11E-18
54.02,-5.04E-18
54.03,-4.95E-18
54.04,-4.89E-18
54.05,-4.91E-18
54.06,-4.95E-18
54.07,-4.91E-18
54.08,-4.81E-18
54.09,-4.73E-18
54.1,-4.64E-18
54.11,-4.56E-18
54.12,-4.51E-18
54.13,-4.49E-18
54.14,-4.48E-18
54.15,-4.45E-18
54.16,-4.38E-18
54.17,-4.33E-18
54.18,-4.29E-18
54.19,-4.24E-18
54.2,-4.31E-18
54.21,-4.53E-18
54.22,-4.61E-18
54.23,-4.60E-18
54.24,-4.72E-18
54.25,-4.82E-18
54.26,-4.86E-18
54.27,-4.96E-18
54.28,-5.01E-18
54.29,-4.92E-18
54.3,-4.77E-18
54.31,-4.69E-18
54.32,-4.72E-18
54.33,-4.79E-18
54.34,-4.78E-18
54.35,-4.71E-18
54.36,-4.64E-18
54.37,-4.58E-18
54.38,-4.56E-18
54.39,-4.44E-18
54.4,-4.26E-18
54.41,-4.22E-18
54.42,-4.21E-18
54.43,-4.13E-18
54.44,-4.09E-18
54.45,-4.07E-18
54.46,-3.99E-18
54.47,-3.98E-18
54.48,-4.08E-18
54.49,-4.10E-18
54.5,-3.95E-18
54.51,-3.80E-18
54.52,-3.68E-18
54.53,-3.55E-18
54.54,-3.38E-18
54.55,-3.24E-18
54.56,-3.07E-18
54.57,-2.91E-18
54.58,-2.83E-18
54.59,-2.71E-18
54.6,-2.55E-18
54.61,-2.44E-18
54.62,-2.32E-18
54.63,-2.16E-18
54.64,-2.04E-18
54.65,-2.02E-18
54.66,-2.00E-18
54.67,-1.92E-18
54.68,-1.87E-18
54.69,-1.90E-18
54.7,-1.97E-18
54.71,-1.97E-18
54.72,-1.91E-18
54.73,-1.83E-18
54.74,-1.75E-18
54.75,-1.67E-18
54.76,-1.58E-18
54.77,-1.50E-18
54.78,-1.54E-18
54.79,-1.59E-18
54.8,-1.51E-18
54.81,-1.45E-18
54.82,-1.57E-18
54.83,-1.71E-18
54.84,-1.73E-18
54.85,-1.72E-18
54.86,-1.72E-18
54.87,-1.64E-18
54.88,-1.56E-18
54.89,-1.63E-18
54.9,-1.80E-18
54.91,-1.92E-18
54.92,-1.99E-18
54.93,-2.09E-18
54.94,-2.19E-18
54.95,-2.27E-18
54.96,-2.33E-18
54.97,-2.39E-18
54.98,-2.32E-18
54.99,-2.16E-18
55,-2.05E-18
55.01,-1.99E-18
55.02,-1.92E-18
55.03,-1.87E-18
55.04,-1.87E-18
55.05,-1.93E-18
55.06,-1.97E-18
55.07,-1.91E-18
55.08,-1.83E-18
55.09,-1.76E-18
55.1,-1.68E-18
55.11,-1.66E-18
55.12,-1.68E-18
55.13,-1.67E-18
55.14,-1.69E-18
55.15,-1.72E-18
55.16,-1.72E-18
55.17,-1.71E-18
55.18,-1.72E-18
55.19,-1.68E-18
55.2,-1.63E-18
55.21,-1.56E-18
55.22,-1.41E-18
55.23,-1.24E-18
55.24,-1.18E-18
55.25,-1.12E-18
55.26,-1.04E-18
55.27,-9.45E-19
55.28,-8.37E-19
55.29,-8.21E-19
55.3,-9.16E-19
55.31,-1.02E-18
55.32,-1.10E-18
55.33,-1.07E-18
55.34,-9.62E-19
55.35,-9.40E-19
55.36,-1.02E-18
55.37,-1.14E-18
55.38,-1.29E-18
55.39,-1.41E-18
55.4,-1.53E-18
55.41,-1.66E-18
55.42,-1.74E-18
55.43,-1.80E-18
55.44,-1.90E-18
55.45,-1.99E-18
55.46,-2.10E-18
55.47,-2.25E-18
55.48,-2.33E-18
55.49,-2.36E-18
55.5,-2.40E-18
55.51,-2.46E-18
55.52,-2.55E-18
55.53,-2.66E-18
55.54,-2.81E-18
55.55,-2.96E-18
55.56,-3.04E-18
55.57,-3.12E-18
55.58,-3.28E-18
55.59,-3.38E-18
55.6,-3.50E-18
55.61,-3.73E-18
55.62,-3.85E-18
55.63,-3.85E-18
55.64,-3.96E-18
55.65,-4.11E-18
55.66,-4.15E-18
55.67,-4.17E-18
55.68,-4.29E-18
55.69,-4.34E-18
55.7,-4.20E-18
55.71,-4.10E-18
55.72,-4.14E-18
55.73,-4.09E-18
55.74,-3.94E-18
55.75,-3.86E-18
55.76,-3.85E-18
55.77,-3.93E-18
55.78,-4.04E-18
55.79,-4.07E-18
55.8,-4.09E-18
55.81,-4.18E-18
55.82,-4.26E-18
55.83,-4.33E-18
55.84,-4.43E-18
55.85,-4.56E-18
55.86,-4.64E-18
55.87,-4.62E-18
55.88,-4.68E-18
55.89,-4.81E-18
55.9,-4.83E-18
55.91,-4.76E-18
55.92,-4.76E-18
55.93,-4.86E-18
55.94,-4.99E-18
55.95,-5.05E-18
55.96,-5.04E-18
55.97,-5.13E-18
55.98,-5.29E-18
55.99,-5.44E-18
56,-5.54E-18
56.01,-5.63E-18
56.02,-5.77E-18
56.03,-5.96E-18
56.04,-6.05E-18
56.05,-6.17E-18
56.06,-6.48E-18
56.07,-6.87E-18
56.08,-7.20E-18
56.09,-7.46E-18
56.1,-7.71E-18
56.11,-7.95E-18
56.12,-8.17E-18
56.13,-8.38E-18
56.14,-8.59E-18
56.15,-8.75E-18
56.16,-8.88E-18
56.17,-8.99E-18
56.18,-9.05E-18
56.19,-9.15E-18
56.2,-9.35E-18
56.21,-9.63E-18
56.22,-9.86E-18
56.23,-1.00E-17
56.24,-1.02E-17
56.25,-1.03E-17
56.26,-1.05E-17
56.27,-1.06E-17
56.28,-1.08E-17
56.29,-1.10E-17
56.3,-1.12E-17
56.31,-1.13E-17
56.32,-1.13E-17
56.33,-1.14E-17
56.34,-1.15E-17
56.35,-1.17E-17
56.36,-1.19E-17
56.37,-1.21E-17
56.38,-1.21E-17
56.39,-1.20E-17
56.4,-1.19E-17
56.41,-1.19E-17
56.42,-1.18E-17
56.43,-1.18E-17
56.44,-1.18E-17
56.45,-1.20E-17
56.46,-1.20E-17
56.47,-1.20E-17
56.48,-1.20E-17
56.49,-1.20E-17
56.5,-1.21E-17
56.51,-1.22E-17
56.52,-1.23E-17
56.53,-1.24E-17
56.54,-1.26E-17
56.55,-1.29E-17
56.56,-1.30E-17
56.57,-1.31E-17
56.58,-1.32E-17
56.59,-1.34E-17
56.6,-1.35E-17
56.61,-1.36E-17
56.62,-1.37E-17
56.63,-1.39E-17
56.64,-1.40E-17
56.65,-1.41E-17
56.66,-1.42E-17
56.67,-1.44E-17
56.68,-1.46E-17
56.69,-1.46E-17
56.7,-1.48E-17
56.71,-1.50E-17
56.72,-1.52E-17
56.73,-1.54E-17
56.74,-1.57E-17
56.75,-1.60E-17
56.76,-1.63E-17
56.77,-1.65E-17
56.78,-1.68E-17
56.79,-1.71E-17
56.8,-1.73E-17
56.81,-1.76E-17
56.82,-1.79E-17
56.83,-1.81E-17
56.84,-1.83E-17
56.85,-1.85E-17
56.86,-1.86E-17
56.87,-1.87E-17
56.88,-1.88E-17
56.89,-1.89E-17
56.9,-1.89E-17
56.91,-1.90E-17
56.92,-1.91E-17
56.93,-1.92E-17
56.94,-1.93E-17
56.95,-1.96E-17
56.96,-1.98E-17
56.97,-1.99E-17
56.98,-2.00E-17
56.99,-2.01E-17
57,-2.02E-17
57.01,-2.04E-17
57.02,-2.05E-17
57.03,-2.06E-17
57.04,-2.07E-17
57.05,-2.07E-17
57.06,-2.07E-17
57.07,-2.07E-17
57.08,-2.08E-17
57.09,-2.08E-17
57.1,-2.09E-17
57.11,-2.09E-17
57.12,-2.09E-17
57.13,-2.10E-17
57.14,-2.09E-17
57.15,-2.09E-17
57.16,-2.09E-17
57.17,-2.10E-17
57.18,-2.10E-17
57.19,-2.11E-17
57.2,-2.12E-17
57.21,-2.14E-17
57.22,-2.15E-17
57.23,-2.17E-17
57.24,-2.19E-17
57.25,-2.22E-17
57.26,-2.25E-17
57.27,-2.27E-17
57.28,-2.29E-17
57.29,-2.29E-17
57.3,-2.30E-17
57.31,-2.31E-17
57.32,-2.34E-17
57.33,-2.36E-17
57.34,-2.38E-17
57.35,-2.38E-17
57.36,-2.40E-17
57.37,-2.42E-17
57.38,-2.45E-17
57.39,-2.48E-17
57.4,-2.49E-17
57.41,-2.50E-17
57.42,-2.52E-17
57.43,-2.53E-17
57.44,-2.54E-17
57.45,-2.55E-17
57.46,-2.57E-17
57.47,-2.60E-17
57.48,-2.63E-17
57.49,-2.64E-17
57.5,-2.64E-17
57.51,-2.66E-17
57.52,-2.67E-17
57.53,-2.67E-17
57.54,-2.68E-17
57.55,-2.68E-17
57.56,-2.68E-17
57.57,-2.67E-17
57.58,-2.66E-17
57.59,-2.67E-17
57.6,-2.67E-17
57.61,-2.68E-17
57.62,-2.68E-17
57.63,-2.68E-17
57.64,-2.67E-17
57.65,-2.68E-17
57.66,-2.66E-17
57.67,-2.64E-17
57.68,-2.65E-17
57.69,-2.66E-17
57.7,-2.66E-17
57.71,-2.67E-17
57.72,-2.66E-17
57.73,-2.66E-17
57.74,-2.66E-17
57.75,-2.66E-17
57.76,-2.65E-17
57.77,-2.63E-17
57.78,-2.62E-17
57.79,-2.62E-17
57.8,-2.61E-17
57.81,-2.60E-17
57.82,-2.61E-17
57.83,-2.60E-17
57.84,-2.60E-17
57.85,-2.61E-17
57.86,-2.61E-17
57.87,-2.61E-17
57.88,-2.61E-17
57.89,-2.61E-17
