0 -1.85382e-30 -9.15818e-31 -5.88564e-31 -4.07373e-31 -4.57539e-30 -2.20326e-31 -1.51917e-31 -9.50639e-32 -4.48356e-32 1.92679e-44 5.48505e-32 9.75291e-32 1.48836e-31 2.16629e-31 4.57046e-30 4.0953e-31 5.85483e-31 9.15818e-31 1.86861e-30
-6.26158e-30 1.57772e-31 -8.08582e-31 2.31728e-31 -2.42821e-30 -3.9443e-32 2.96316e-30 2.81032e-31 1.30039e-30 2.81648e-31 1.12782e-30 2.73944e-31 1.32073e-30 2.90892e-31 2.99028e-30 6.31089e-31 -2.37891e-30 3.20475e-31 -6.90253e-31 3.9443e-31
-1.19808e-30 4.64688e-31 4.89957e-32 1.87046e-31 -3.54987e-31 1.08715e-30 5.74389e-31 9.7375e-32 2.62543e-31 6.67142e-32 2.21251e-31 5.46964e-32 2.37275e-31 2.04919e-32 5.07829e-31 -9.83611e-31 -5.66994e-31 -8.11972e-32 -3.50057e-31 -3.73476e-31
2.07076e-31 7.4079e-31 3.96896e-31 2.29571e-31 2.63775e-31 1.8982e-30 -1.60237e-32 6.29009e-32 -1.84889e-32 3.54371e-33 -3.63616e-32 -3.38964e-32 -7.88861e-32 -8.2892e-32 -2.14472e-31 -1.89573e-30 -9.24446e-32 -2.47443e-31 -3.5622e-31 -7.77151e-31
-1.53828e-30 1.37065e-30 4.43734e-31 4.80712e-31 -2.95823e-31 3.31815e-30 8.28304e-31 1.82424e-31 3.8457e-31 8.38165e-32 3.05684e-31 2.95823e-32 2.46519e-31 -3.45127e-32 5.32481e-31 -3.07409e-30 -8.67747e-31 -3.37731e-31 -7.98722e-31 -1.22766e-30
4.27242e-31 4.00593e-31 2.67473e-31 1.14015e-31 2.92741e-31 1.04339e-30 -1.44676e-31 2.34193e-32 -7.17987e-32 7.85779e-33 -7.87214e-32 -1.20948e-32 -1.13861e-31 -5.3926e-32 -2.86116e-31 -1.11488e-30 6.0089e-32 -1.55307e-31 -1.59005e-31 -4.46816e-31
2.91879e-30 6.5081e-31 7.39557e-31 1.13399e-31 1.34106e-30 1.78973e-30 -1.36079e-30 -6.40949e-32 -5.91646e-31 -1.2326e-31 -5.32481e-31 -1.62703e-31 -6.80393e-31 -1.8982e-31 -1.53828e-30 -2.09541e-30 9.66355e-31 -3.8457e-31 -3.9443e-32 -9.21981e-31
4.22041e-30 -1.06003e-31 5.61139e-31 -1.7472e-31 1.64428e-30 6.16298e-32 -1.99187e-30 -1.82963e-31 -8.72677e-31 -1.65168e-31 -7.2908e-31 -1.91206e-31 -8.88701e-31 -1.92978e-31 -2.02515e-30 -4.63456e-31 1.5919e-30 -2.30495e-31 4.52362e-31 -3.1801e-31
-2.15458e-30 1.17528e-30 2.74869e-31 4.39266e-31 -5.49737e-31 2.72897e-30 1.11673e-30 1.75876e-31 5.09678e-31 1.28652e-31 3.55604e-31 5.97809e-32 3.96896e-31 1.84889e-32 8.72677e-31 -2.52929e-30 -1.06003e-30 -2.30803e-31 -7.92251e-31 -9.75599e-31
3.11255e-29 -3.86606e-16 -1.88454e-16 -1.20175e-16 -8.42791e-17 -9.49411e-16 -4.44879e-17 -3.11994e-17 -1.98956e-17 -9.69825e-18 -1.57279e-30 9.69825e-18 1.98956e-17 3.11994e-17 4.44879e-17 9.49411e-16 8.42791e-17 1.20175e-16 1.88454e-16 3.86606e-16
