0 0 0 
0.1 -6.28004e-06 1.97358e-07 
0.2 -1.25598e-05 3.94709e-07 
0.3 -1.88391e-05 5.92044e-07 
0.4 -2.51177e-05 7.89355e-07 
0.5 -3.13953e-05 -0.499999 
0.6 -3.76716e-05 1.18388e-06 
0.7 -4.39464e-05 1.38107e-06 
0.8 -5.02195e-05 1.57821e-06 
0.9 -5.64906e-05 1.77529e-06 
1 -6.27595e-05 1.9723e-06 
1.1 -6.90259e-05 2.16923e-06 
1.2 -7.52896e-05 2.36607e-06 
1.3 -8.15504e-05 2.56282e-06 
1.4 -8.78078e-05 2.75947e-06 
1.5 -9.40619e-05 2.95601e-06 
1.6 -0.000100312 3.15244e-06 
1.7 -0.000106559 3.34874e-06 
1.8 -0.000112801 3.5449e-06 
1.9 -0.000119038 3.74093e-06 
2 -0.000125271 3.93681e-06 
2.1 -0.000131499 4.13254e-06 
2.2 -0.000137722 4.3281e-06 
2.3 -0.00014394 4.52349e-06 
2.4 -0.000150151 4.7187e-06 
2.5 -0.000156357 4.91373e-06 
2.6 -0.000162557 5.10856e-06 
2.7 -0.00016875 5.30319e-06 
2.8 -0.000174937 5.49761e-06 
2.9 -0.000181116 5.69181e-06 
3 -0.000187289 5.88579e-06 
3.1 -0.000193454 6.07954e-06 
3.2 -0.000199611 6.27304e-06 
3.3 -0.000205761 6.4663e-06 
3.4 -0.000211902 6.6593e-06 
3.5 -0.000218036 6.85204e-06 
3.6 -0.00022416 7.04451e-06 
3.7 -0.000230276 7.23671e-06 
3.8 -0.000236382 7.42861e-06 
3.9 -0.00024248 7.62023e-06 
4 -0.000248567 7.81154e-06 
4.1 -0.000254645 8.00254e-06 
4.2 -0.000260713 8.19323e-06 
4.3 -0.00026677 8.38359e-06 
4.4 -0.000272817 8.57363e-06 
4.5 -0.000278853 8.76332e-06 
4.6 -0.000284879 8.95267e-06 
4.7 -0.000290893 9.14167e-06 
4.8 -0.000296895 9.3303e-06 
4.9 -0.000302886 9.51857e-06 
5 -0.000308865 9.70646e-06 
5.1 -0.000314831 9.89397e-06 
5.2 -0.000320785 1.00811e-05 
5.3 -0.000326727 1.02678e-05 
5.4 -0.000332655 1.04541e-05 
5.5 -0.000338571 1.064e-05 
5.6 -0.000344473 1.08255e-05 
5.7 -0.000350361 1.10105e-05 
5.8 -0.000356236 1.11952e-05 
5.9 -0.000362097 1.13793e-05 
6 -0.000367943 1.15631e-05 
6.1 -0.000373775 1.17463e-05 
6.2 -0.000379592 1.19291e-05 
6.3 -0.000385394 1.21115e-05 
6.4 -0.000391181 1.22933e-05 
6.5 -0.000396952 1.24747e-05 
6.6 -0.000402708 1.26556e-05 
6.7 -0.000408447 1.2836e-05 
6.8 -0.000414171 1.30159e-05 
6.9 -0.000419878 1.31952e-05 
7 -0.000425569 1.33741e-05 
7.1 -0.000431243 1.35524e-05 
7.2 -0.0004369 1.37301e-05 
7.3 -0.00044254 1.39074e-05 
7.4 -0.000448162 1.40841e-05 
7.5 -0.000453766 1.42602e-05 
7.6 -0.000459353 1.44358e-05 
7.7 -0.000464922 1.46107e-05 
7.8 -0.000470472 1.47852e-05 
7.9 -0.000476003 1.4959e-05 
8 -0.000481516 1.51322e-05 
8.1 -0.00048701 1.53049e-05 
8.2 -0.000492484 1.54769e-05 
8.3 -0.000497939 1.56484e-05 
8.4 -0.000503375 1.58192e-05 
8.5 -0.00050879 1.59894e-05 
8.6 -0.000514186 1.61589e-05 
8.7 -0.000519561 1.63279e-05 
8.8 -0.000524915 1.64961e-05 
8.9 -0.000530249 1.66638e-05 
9 -0.000535562 1.68307e-05 
9.1 -0.000540854 1.6997e-05 
9.2 -0.000546125 1.71627e-05 
9.3 -0.000551374 1.73276e-05 
9.4 -0.000556601 1.74919e-05 
9.5 -0.000561806 1.76555e-05 
9.6 -0.000566989 1.78183e-05 
9.7 -0.00057215 1.79805e-05 
9.8 -0.000577288 1.8142e-05 
9.9 -0.000582403 1.83028e-05 
10 -0.000587495 1.84628e-05 
10.1 -0.000592564 1.86221e-05 
10.2 -0.00059761 1.87806e-05 
10.3 -0.000602632 1.89385e-05 
10.4 -0.00060763 1.90956e-05 
10.5 -0.000612605 1.92519e-05 
10.6 -0.000617555 1.94074e-05 
10.7 -0.00062248 1.95622e-05 
10.8 -0.000627382 1.97163e-05 
10.9 -0.000632258 1.98695e-05 
11 -0.000637109 2.0022e-05 
11.1 -0.000641936 2.01736e-05 
11.2 -0.000646737 2.03245e-05 
