-6.47852e-30 2.98904e-31 -7.69139e-31 2.84729e-31 -2.46766e-30 2.88119e-31 3.08395e-30 2.96439e-31 1.37065e-30 2.88735e-31 1.13275e-30 2.86578e-31 1.36695e-30 2.97055e-31 3.08395e-30 2.85962e-31 -2.4504e-30 2.88735e-31 -7.70372e-31 2.89044e-31
-4.33873e-31 1.82178e-30 8.23374e-31 5.74389e-31 2.5638e-31 4.48418e-30 3.74709e-31 1.62703e-31 1.87354e-31 6.90253e-32 1.2819e-31 -1.47911e-32 1.97215e-32 -1.3312e-31 -1.97215e-32 -4.43241e-30 -5.71924e-31 -5.39877e-31 -9.46633e-31 -1.80698e-30
1.46925e-30 2.79183e-31 3.48824e-31 4.10608e-32 6.49578e-31 7.81465e-31 -6.70532e-31 -3.5206e-32 -2.82264e-31 -4.69157e-32 -2.71787e-31 -7.27231e-32 -3.19242e-31 -1.00302e-31 -7.46953e-31 -9.19516e-31 4.94271e-31 -1.88587e-31 4.00593e-33 -4.07989e-31
2.64761e-30 -1.83657e-31 2.91124e-31 -1.57464e-31 1.01812e-30 -2.83497e-31 -1.26957e-30 -1.26957e-31 -5.78703e-31 -1.10779e-31 -4.58525e-31 -1.16018e-31 -5.53435e-31 -1.13245e-31 -1.25725e-30 4.68386e-32 1.04401e-30 -9.79913e-32 3.54987e-31 -6.53275e-32
4.42748e-30 2.16937e-31 7.59279e-31 -5.91646e-32 1.81438e-30 8.67747e-31 -2.05597e-30 -1.70098e-31 -9.07806e-31 -1.87971e-31 -7.81465e-31 -2.03378e-31 -9.62657e-31 -2.42821e-31 -2.18416e-30 -1.30162e-30 1.6221e-30 -3.45127e-31 3.35266e-31 -6.5081e-31
1.5111e-30 -1.9968e-31 1.30039e-31 -1.20178e-31 5.61447e-31 -3.97512e-31 -7.07201e-31 -6.87172e-32 -3.29719e-31 -6.70224e-32 -2.71816e-31 -7.98876e-32 -3.19088e-31 -4.89957e-32 -7.02579e-31 1.95674e-31 5.95343e-31 -2.0646e-32 2.48368e-31 7.27231e-32
2.7265e-30 -1.0058e-30 -7.88861e-32 -3.8457e-31 8.28304e-31 -2.24825e-30 -1.39037e-30 -1.84889e-31 -6.29856e-31 -1.39283e-31 -4.67154e-31 -8.25839e-32 -5.34946e-31 -4.93038e-32 -1.21534e-30 2.05104e-30 1.21534e-30 1.38051e-31 7.39557e-31 7.49418e-31
3.69779e-31 -1.23444e-30 -5.36179e-31 -3.9443e-31 -1.14631e-31 -3.00753e-30 -2.90892e-31 -1.05849e-31 -1.30655e-31 -4.9766e-32 -5.1769e-32 -1.47911e-32 -1.60237e-32 8.36624e-32 -1.72563e-32 2.91385e-30 3.91965e-31 3.7363e-31 6.24849e-31 1.22335e-30
3.73723e-30 4.46199e-31 7.2361e-31 2.86578e-32 1.54567e-30 1.29422e-30 -1.71824e-30 -1.16634e-31 -7.50034e-31 -1.53766e-31 -6.75462e-31 -1.77186e-31 -8.02419e-31 -2.18786e-31 -1.83287e-30 -1.66647e-30 1.29053e-30 -3.6115e-31 1.26957e-31 -7.91326e-31
-1.34105e-15 6.12323e-17 -1.58337e-16 6.12323e-17 -5.13609e-16 6.12323e-17 6.36073e-16 6.12323e-17 2.80802e-16 6.12323e-17 2.38868e-16 6.12323e-17 2.80802e-16 6.12323e-17 6.36073e-16 6.12323e-17 -5.13609e-16 6.12323e-17 -1.58337e-16 6.12323e-17
-1.87256e-29 8.19059e-31 -2.24517e-30 8.4063e-31 -7.19589e-30 7.45104e-31 8.86482e-30 8.41246e-31 3.93075e-30 8.45868e-31 3.31198e-30 8.42479e-31 3.92458e-30 8.49874e-31 8.88948e-30 9.75291e-31 -7.14905e-30 8.69288e-31 -2.2008e-30 9.20132e-31
-1.34105e-15 6.12323e-17 -1.58337e-16 6.12323e-17 -5.13609e-16 6.12323e-17 6.36073e-16 6.12323e-17 2.80802e-16 6.12323e-17 2.38868e-16 6.12323e-17 2.80802e-16 6.12323e-17 6.36073e-16 6.12323e-17 -5.13609e-16 6.12323e-17 -1.58337e-16 6.12323e-17
5.08815e-30 -1.20548e-30 1.29114e-31 -5.43729e-31 1.73919e-30 -2.61064e-30 -2.54408e-30 -3.16623e-31 -1.11427e-30 -2.57535e-31 -9.15818e-31 -2.13239e-31 -1.02922e-30 -1.51147e-31 -2.30002e-30 2.1102e-30 2.15827e-30 7.58046e-32 1.07937e-30 7.53116e-31
1.40516e-30 6.93335e-31 5.44576e-31 1.6902e-31 7.0751e-31 1.79219e-30 -6.01506e-31 -4.93038e-33 -2.52066e-31 -7.0412e-32 -2.41589e-31 -7.84239e-32 -3.16777e-31 -1.26341e-31 -7.0751e-31 -1.90806e-30 3.74709e-31 -2.92279e-31 -2.05843e-31 -8.20908e-31
1.43967e-30 3.74709e-31 4.04291e-31 6.90253e-32 6.95184e-31 1.02552e-30 -6.31089e-31 -3.08149e-32 -2.89044e-31 -5.70075e-32 -2.50217e-31 -7.95024e-32 -3.43894e-31 -9.36772e-32 -7.19836e-31 -1.14385e-30 4.68386e-31 -1.92285e-31 -2.95823e-32 -5.32481e-31
